iter	Logloss
253	0.3852434979
254	0.3848077861
255	0.384083879
256	0.3839246503
257	0.3834156502
258	0.3823747754
259	0.3817420263
260	0.3808881729
261	0.3799755802
262	0.3785629116
263	0.378449838
264	0.377345367
265	0.3765164478
266	0.3758693556
267	0.3754069491
268	0.3748449072
269	0.3744066985
270	0.3732326473
271	0.3731214865
272	0.3719315984
273	0.3714262877
274	0.3712581697
275	0.3706832276
276	0.3697341621
277	0.3686316633
278	0.3679913358
279	0.3667699493
280	0.3666523387
281	0.3662931536
282	0.365994434
283	0.3650021273
284	0.3643013319
285	0.3631352176
286	0.3621963922
287	0.3617718092
288	0.3616286769
289	0.3604620421
290	0.3598927545
291	0.3595602188
292	0.3592599797
293	0.3582854603
294	0.3571383543
295	0.3562728798
296	0.3554855401
297	0.3554150714
298	0.3552376123
299	0.3552127161
300	0.3547586306
301	0.3532234195
302	0.3523239582
303	0.3519770311
304	0.3510493192
305	0.350796317
306	0.3507387674
307	0.3502505751
308	0.3489708116
309	0.3481467958
310	0.3473250966
311	0.3463289253
312	0.3457324896
313	0.3447694085
314	0.3439475222
315	0.3439153228
316	0.3438903458
317	0.343272918
318	0.3431175829
319	0.3422520447
320	0.3421535615
321	0.3421012429
322	0.3420077537
323	0.3412848474
324	0.3406170989
325	0.3405742957
326	0.3398616161
327	0.3398149804
328	0.339643281
329	0.3382472622
330	0.3374467871
331	0.3374194564
332	0.336361183
333	0.3352249579
334	0.3350853441
335	0.3343855505
336	0.3339030839
337	0.3335486459
338	0.3327644374
339	0.3314664287
340	0.331205202
341	0.3298738049
342	0.3287786966
343	0.3280084755
344	0.3274574173
345	0.3264645037
346	0.3262911324
347	0.3261918514
348	0.3261494999
349	0.3256621703
350	0.324339288
351	0.3234692622
352	0.3226797582
353	0.3214378502
354	0.3208734235
355	0.3201048156
356	0.3191707636
357	0.318287786
358	0.31797317
359	0.3174172027
360	0.3164132513
361	0.3154299663
362	0.3149129027
363	0.3140626557
364	0.3138425652
365	0.3136727273
366	0.3130812272
367	0.3126295571
368	0.3116166545
369	0.3115314391
370	0.3114719329
371	0.3112480109
372	0.3105302981
373	0.309753476
374	0.3094724365
375	0.309106644
376	0.3089106795
377	0.3085015982
378	0.3076852066
379	0.3068390005
380	0.3063276772
381	0.3062656898
382	0.3053222465
383	0.3046070355
384	0.3038698333
385	0.3036933301
386	0.3026368523
387	0.301968903
388	0.3007278311
389	0.2996701688
390	0.2989038908
391	0.2982471092
392	0.2977699665
393	0.2969988412
394	0.2966182763
395	0.2961455412
396	0.29545818
397	0.2941805037
398	0.2932349783
399	0.2930448335
400	0.2923560964
401	0.2923231313
402	0.2919110237
403	0.2918984314
404	0.2912642092
405	0.2902113245
406	0.2900164259
407	0.2895743281
408	0.2889223165
409	0.2885855671
410	0.2881368307
411	0.2877431074
412	0.2871565883
413	0.2865209605
414	0.2858213619
415	0.2847099226
416	0.2839792034
417	0.2833402837
418	0.2829105295
419	0.2821086178
420	0.2814502249
421	0.2809042093
422	0.2803734741
423	0.2798625221
424	0.2797092473
425	0.2796832973
426	0.2796601692
427	0.2788647195
428	0.2782165284
429	0.2777546056
430	0.2770814738
431	0.2763724487
432	0.2755725813
433	0.2748678932
434	0.2748636174
435	0.2740435029
436	0.2739696641
437	0.2732795169
438	0.2732519593
439	0.2726225408
440	0.27203491
441	0.2713962409
442	0.2709421848
443	0.2706056286
444	0.2700088657
445	0.2696797894
446	0.2693513925
447	0.2687704837
448	0.2686820739
449	0.2683030225
450	0.2681599328
451	0.2678745482
452	0.2678582897
453	0.2675089116
454	0.2674926956
455	0.2667904443
456	0.265805186
457	0.2655090344
458	0.2650228476
459	0.2643130039
460	0.2636637052
461	0.2628914467
462	0.2621984949
463	0.2617172178
464	0.2607127407
465	0.2605626553
466	0.2601961781
467	0.259831391
468	0.2594397978
469	0.2590674056
470	0.258435566
471	0.2584107192
472	0.2583955423
473	0.2580918859
474	0.257520747
475	0.2567813654
476	0.256081626
477	0.2560670196
478	0.2560500066
479	0.2556312398
480	0.2551252367
481	0.2550471346
482	0.2541822071
483	0.2529678743
484	0.2526189876
485	0.251850638
486	0.2514228435
487	0.2507860663
488	0.2503735762
489	0.250333656
490	0.2496626639
491	0.2492057647
492	0.2486231168
493	0.2485758019
494	0.2478149642
495	0.2476719895
496	0.2470551046
497	0.2465048555
498	0.2461688806
499	0.2454570015
500	0.2454118215
501	0.2452958403
502	0.2452457522
503	0.2446784763
504	0.2446351785
505	0.244359966
506	0.2441692999
507	0.2438666424
508	0.2433912061
509	0.2426301999
510	0.2420283951
511	0.2419198775
512	0.241731719
513	0.2410931789
514	0.2409784117
515	0.2405291237
516	0.239890408
517	0.2398730381
518	0.2387958167
519	0.2387780534
520	0.2382859519
521	0.2380119363
522	0.237610286
523	0.2368054965
524	0.2364728709
525	0.2363149068
526	0.2355925344
527	0.2355807277
528	0.2354036836
529	0.2353712789
530	0.2346377076
531	0.2340489476
532	0.2340104174
533	0.2334220364
534	0.2325368641
535	0.232201944
536	0.2321519239
537	0.2316986572
538	0.2312595279
539	0.2312206447
540	0.2303746942
541	0.2295989058
542	0.2292521381
543	0.2289239603
544	0.2283441642
545	0.2277398643
546	0.2271061733
547	0.2267759589
548	0.2267244439
549	0.2262536321
550	0.2259813888
551	0.2256394695
552	0.2251065753
553	0.2244376152
554	0.2240403398
555	0.2238810248
556	0.2232523581
557	0.2232082021
558	0.2229476425
559	0.2223128994
560	0.221435634
561	0.221131826
562	0.2210814661
563	0.2210590428
564	0.2210087582
565	0.220609294
566	0.2205487339
567	0.2198799739
568	0.2193294006
569	0.2186078157
570	0.2181487986
571	0.2180864312
572	0.2179790207
573	0.2178796655
574	0.2175396225
575	0.2172334068
576	0.2168506176
577	0.2162885195
578	0.2158312408
579	0.215637657
580	0.2150147405
581	0.2146403882
582	0.2142078852
583	0.2134759067
584	0.2130519929
585	0.2129169171
586	0.2124408392
587	0.211980794
588	0.2114667408
589	0.2111866563
590	0.2111185986
591	0.2106275009
592	0.2102056101
593	0.2100861839
594	0.2100762328
595	0.2097252929
596	0.2091952535
597	0.2091329557
598	0.2087522918
599	0.2080172074
600	0.2075252002
601	0.2074265111
602	0.2067679328
603	0.2065557976
604	0.2064819041
605	0.2064510618
606	0.2058232026
607	0.2058049839
608	0.2057890855
609	0.2055386612
610	0.2050771877
611	0.2043815564
612	0.2041197023
613	0.2036066534
614	0.2030692828
615	0.2030367829
616	0.2028514809
617	0.2027317168
618	0.2021631875
619	0.2017350662
620	0.2016739648
621	0.2012322256
622	0.2007107702
623	0.2003310609
624	0.1999773383
625	0.1994162049
626	0.1993668011
627	0.1990004994
628	0.198993694
629	0.1986805616
630	0.1983515167
631	0.1977601508
632	0.1974072249
633	0.1970135033
634	0.1965089949
635	0.1964971482
636	0.1958507045
637	0.1954053085
638	0.1949450849
639	0.1949142213
640	0.1949049792
641	0.194595321
642	0.194243019
643	0.1937114258
644	0.1935279247
645	0.1932310889
646	0.193076514
647	0.1926340984
648	0.1923501694
649	0.1919441233
650	0.191730547
651	0.1911668021
652	0.1907690584
653	0.1904005367
654	0.1903930834
655	0.1901730391
656	0.1901420178
657	0.1896925494
658	0.1892787825
659	0.18898294
660	0.1887167741
661	0.1883072645
662	0.1878542969
663	0.1875582759
664	0.1873290522
665	0.1871226161
666	0.1868355038
667	0.1863537559
668	0.1861015678
669	0.1860862824
670	0.1856963929
671	0.1851398118
672	0.184720063
673	0.1844401913
674	0.1839416892
675	0.1835150961
676	0.1832083081
677	0.1830304795
678	0.1829603263
679	0.1826127046
680	0.1825068566
681	0.1820290243
682	0.1817281833
683	0.1810754099
684	0.18106951
685	0.1807028649
686	0.1804757032
687	0.1802562133
688	0.1802202277
689	0.1802127558
690	0.1801098086
691	0.1796444313
692	0.1796154466
693	0.1791154907
694	0.1788419935
695	0.178765296
696	0.1782603213
697	0.1781353477
698	0.1777530332
699	0.1777473901
700	0.177560124
701	0.1774113405
702	0.1772331722
703	0.1769368349
704	0.1769047682
705	0.1765468764
706	0.1760864646
707	0.1760766954
708	0.175643702
709	0.1753250998
710	0.1751970159
711	0.1750171524
712	0.174889812
713	0.1747161041
714	0.1747105123
715	0.1746609692
716	0.1744051769
717	0.1742919203
718	0.174048896
719	0.1740175764
720	0.1739919573
721	0.1736322435
722	0.1731939963
723	0.1731295009
724	0.1726560668
725	0.1726522138
726	0.172632636
727	0.172424259
728	0.1721072814
729	0.1716332981
730	0.1712687502
731	0.1712335429
732	0.1708135296
733	0.1706470208
734	0.1703163592
735	0.1697168604
736	0.1695405779
737	0.1690472533
738	0.1685960572
739	0.1682830845
740	0.1681256789
741	0.1681144606
742	0.167935158
743	0.1677936646
744	0.1677680738
745	0.167343111
746	0.1670715715
747	0.166974123
748	0.1668787645
749	0.1668690176
750	0.1668352157
751	0.16649378
752	0.1660701234
753	0.1660469854
754	0.1659027387
755	0.165493676
756	0.1651126644
757	0.1649243609
758	0.1646448651
759	0.164638915
760	0.1645177504
761	0.1640927848
762	0.1640197862
763	0.1640057889
764	0.1637246429
765	0.1633032724
766	0.1631686302
767	0.1631402821
768	0.1629723695
769	0.1624069467
770	0.1620408705
771	0.1620332416
772	0.1616482308
773	0.1615929153
774	0.1615376345
775	0.1611387283
776	0.1606524688
777	0.1601583199
778	0.1599484955
779	0.1595510795
780	0.1592554174
781	0.1589369875
782	0.1586919892
783	0.1584242363
784	0.1581548543
785	0.1580184374
786	0.1575010322
787	0.157320346
788	0.1573177371
789	0.1568620932
790	0.1566965843
791	0.156340058
792	0.1563343791
793	0.1561009838
794	0.1556238053
795	0.1552540638
796	0.1550735055
797	0.1548375646
798	0.1546435429
799	0.1544255179
800	0.1541205369
801	0.1538273189
802	0.1534509269
803	0.1533895957
804	0.1529946901
805	0.1527595714
806	0.1527020187
807	0.1523504634
808	0.1520963566
809	0.1519897472
810	0.1519706941
811	0.1515361292
812	0.1512633504
813	0.1510251517
814	0.1507677441
815	0.1503323462
816	0.1502029374
817	0.1501179248
818	0.1500271208
819	0.149725502
820	0.1493211817
821	0.1489439797
822	0.1487286324
823	0.1482983572
824	0.1482545954
825	0.1478700929
826	0.1478237148
827	0.1473475972
828	0.1470472711
829	0.146639866
830	0.1465696428
831	0.1465600992
832	0.1465495406
833	0.1461034273
834	0.145690528
835	0.1454628
836	0.1454045256
837	0.1452084364
838	0.1450344415
839	0.1448339967
840	0.1443355061
841	0.1441946322
842	0.1440079376
843	0.1437213646
844	0.1434154895
845	0.1433793282
846	0.1433412899
847	0.1433292076
848	0.14313465
849	0.1427315103
850	0.1423192483
851	0.1420561819
852	0.1418345666
853	0.1418240454
854	0.1415396268
855	0.1414354441
856	0.1414312504
857	0.1411478173
858	0.1411227388
859	0.1409650408
860	0.1409296772
861	0.1406809393
862	0.1406522027
863	0.140525081
864	0.1403514961
865	0.1403372502
866	0.1402676539
867	0.1400920285
868	0.1399759753
869	0.1398729092
870	0.1395196258
871	0.1392613911
872	0.1392547643
873	0.138955294
874	0.1388280178
875	0.1385161712
876	0.1383186697
877	0.1382724607
878	0.1382407049
879	0.1377507482
880	0.1374754548
881	0.1372183459
882	0.1368137432
883	0.13660552
884	0.1364459192
885	0.1363550289
886	0.1360945052
887	0.1360874158
888	0.1359027571
889	0.1356698369
890	0.1355765172
891	0.1355605262
892	0.1355524645
893	0.1353663689
894	0.1352449356
895	0.1350497455
896	0.1350426326
897	0.1346450215
898	0.1344404766
899	0.1341707788
