fixture_id,match_date,league,market,outcome,odds,ev,won,profit
1224125,2025-01-15 19:30:00,Bundesliga,1X2,Draw,3.71,0.1006256378356087,0,-1.0
1224132,2025-01-18 14:30:00,Bundesliga,1X2,Draw,3.51,0.0416845908375491,0,-1.0
1224136,2025-01-18 14:30:00,Bundesliga,1X2,Draw,3.64,0.0982250905870198,0,-1.0
1224133,2025-01-19 16:30:00,Bundesliga,1X2,Draw,3.7,-0.0871822107742602,0,-1.0
1224141,2025-01-25 14:30:00,Bundesliga,1X2,Draw,3.65,0.1485303327229192,0,-1.0
1224149,2025-02-02 14:30:00,Bundesliga,1X2,Draw,3.75,-0.0721816589882399,1,2.75
1224160,2025-02-08 14:30:00,Bundesliga,1X2,Draw,3.9,-0.0594792045170338,1,2.9
1224170,2025-02-15 14:30:00,Bundesliga,1X2,Draw,3.79,0.1731406402352617,0,-1.0
1224183,2025-03-01 14:30:00,Bundesliga,1X2,Draw,3.81,-0.0890625795597306,0,-1.0
1224207,2025-03-16 15:20:00,Bundesliga,1X2,Draw,3.89,0.0902792250844737,0,-1.0
1224202,2025-03-16 16:30:00,Bundesliga,1X2,Draw,3.77,0.0631622062546752,0,-1.0
1224216,2025-03-29 14:30:00,Bundesliga,1X2,Draw,3.55,-0.0527623579421129,0,-1.0
1224224,2025-04-06 15:30:00,Bundesliga,1X2,Draw,3.3,0.0366655614538338,0,-1.0
1224232,2025-04-11 18:30:00,Bundesliga,1X2,Draw,3.6,-0.0600256725285013,0,-1.0
1224242,2025-04-19 13:30:00,Bundesliga,1X2,Draw,3.81,0.0913345338449271,1,2.81
1224240,2025-04-19 13:30:00,Bundesliga,1X2,Draw,3.96,-0.0714396089209072,0,-1.0
1224250,2025-04-27 15:30:00,Bundesliga,1X2,Draw,3.71,0.0800928368931332,1,2.71
1224260,2025-05-03 13:30:00,Bundesliga,1X2,Draw,3.8,0.0309648733463028,1,2.8
1224269,2025-05-10 13:30:00,Bundesliga,1X2,Draw,3.55,0.0038010226136124,0,-1.0
1224276,2025-05-17 13:30:00,Bundesliga,1X2,Draw,3.65,0.0083541123062491,0,-1.0
1388315,2025-08-23 16:30:00,Bundesliga,1X2,Draw,3.862,-0.0815485058365432,1,2.8619999999999997
1388320,2025-08-29 18:30:00,Bundesliga,1X2,Draw,3.414,0.0567259828040112,0,-1.0
1388324,2025-08-30 13:30:00,Bundesliga,1X2,Draw,3.762,-0.0573081608094686,1,2.7619999999999996
1388334,2025-09-13 13:30:00,Bundesliga,1X2,Draw,3.6599999999999993,0.0844233690716196,1,2.6599999999999993
1388332,2025-09-14 13:30:00,Bundesliga,1X2,Draw,3.4560000000000004,0.0397564264364225,0,-1.0
