league,odds_bucket,edge_bucket,draw_risk_bucket,n,roi,profit,hit_rate,avg_ev,avg_edge,avg_odds,calibration_gap
135,1.70-2.00,<-0.02,0.26-0.30,1,0.74,0.74,1.0,-0.0916802625927103,-0.0440911939502425,1.74,-0.47797716240960364
140,1.70-2.00,<-0.02,0.26-0.30,2,0.738,1.476,1.0,-0.19641510719638117,-0.0943566078320417,1.738,-0.537409291450932
61,1.70-2.00,0.12+,0.26-0.30,1,0.702,0.702,1.0,0.2067345207501463,0.1508504484074152,1.702,-0.2909902933312889
61,1.55-1.70,0.08-0.12,0.26-0.30,1,0.69,0.69,1.0,0.1498708371677404,0.1193409044485608,1.69,-0.31960305493033114
135,1.55-1.70,<-0.02,0.34+,1,0.6799999999999999,0.6799999999999999,1.0,-0.2422691579924534,-0.1154889611261971,1.68,-0.54896973690027
78,1.55-1.70,0.05-0.08,0.26-0.30,1,0.6699999999999999,0.6699999999999999,1.0,0.0573851389416375,0.067787386900434,1.67,-0.366835246142732
61,1.55-1.70,0.05-0.08,0.26-0.30,1,0.6579999999999999,0.6579999999999999,1.0,0.0710469965808382,0.0708760180187689,1.658,-0.35401266792470554
61,1.55-1.70,0.02-0.05,0.26-0.30,2,0.6399999999999998,1.2799999999999996,1.0,0.0048792502824039005,0.03544014104435795,1.64,-0.387327994414268
140,4.00+,-0.02-0.02,<=0.22,21,0.6190476190476191,13.0,0.09523809523809523,-0.18105221501356092,-0.009934602136179718,13.576190476190478,-0.03239852709214025
140,1.55-1.70,0.08-0.12,0.26-0.30,1,0.6100000000000001,0.6100000000000001,1.0,0.1057654081866206,0.0970442651016726,1.61,-0.3131891874617263
140,1.55-1.70,0.02-0.05,0.26-0.30,2,0.6050000000000001,1.2100000000000002,1.0,0.013900448285041049,0.0425470740643169,1.605,-0.36830370599247764
135,1.55-1.70,-0.02-0.02,0.26-0.30,6,0.5970000000000002,3.582000000000001,1.0,-0.033951109034330414,0.008535620862162568,1.5970000000000004,-0.39460753297223883
135,4.00+,-0.02-0.02,0.22-0.26,6,0.5650000000000001,3.3900000000000006,0.16666666666666666,-0.1572358068199177,-0.011538125404824765,9.975,-0.081800869099828
78,3.20-4.00,-0.02-0.02,0.34+,7,0.5477142857142858,3.8340000000000005,0.42857142857142855,-0.07370483005473236,-0.006161546039997285,3.6165714285714285,-0.17179347233943754
39,<1.55,0.02-0.05,0.26-0.30,1,0.5420000000000003,0.5420000000000003,1.0,0.0028848342991778,0.0361215808110846,1.5420000000000005,-0.34962073002647365
39,3.20-4.00,<-0.02,0.30-0.34,19,0.5388421052631579,10.238,0.42105263157894735,-0.24077660570461165,-0.05351213455835619,3.636,-0.21108900734460043
140,<1.55,0.05-0.08,0.22-0.26,1,0.52,0.52,1.0,0.0577475148808392,0.0707928486903525,1.52,-0.3041134770520795
61,<1.55,-0.02-0.02,0.26-0.30,1,0.516,0.516,1.0,-0.0331724469997832,0.0068899451538652,1.516,-0.36225095448534517
61,1.70-2.00,0.08-0.12,0.30-0.34,5,0.5144,2.5719999999999996,0.8,0.14399069980538226,0.10118029630666973,1.9140000000000001,-0.2018301946451354
135,<1.55,0.02-0.05,0.26-0.30,3,0.5086666666666667,1.5260000000000002,1.0,-0.0007752805748178666,0.0326385982920469,1.5086666666666668,-0.33755869250411974
