league,outcome,odds_bucket,edge_bucket,prob_bucket,n,wins,hit_rate,avg_odds,avg_p_model,avg_p_market,avg_ev,actual_win_rate,calibration_gap,profit,roi,model_logloss,market_logloss,model_minus_market_logloss
Ligue 1,Over2.5,1.70-2.00,0.08-0.12,0.56-0.60,12.0,7.0,0.5833333333333334,1.9272619047619048,0.590488069950272,0.49731136891594724,0.1376819170839408,0.5833333333333334,0.007154736616938662,1.4451428571428568,0.1204285714285714,0.6686718516020423,0.6889162036118219,-0.020244352009779587
Ligue 1,Over2.5,1.70-2.00,0.08-0.12,0.60-0.65,14.0,9.0,0.6428571428571429,1.8684387755102045,0.607330855278658,0.5124774230168334,0.13470740571970385,0.6428571428571429,-0.03552628757848486,2.744142857142857,0.19601020408163267,0.6545486991675948,0.6819685825950726,-0.02741988342747781
Ligue 1,Over2.5,1.70-2.00,0.12+,0.65+,4.0,3.0,0.75,1.896,0.7372929500975296,0.5036661888212055,0.3936020646863636,0.75,-0.012707049902470402,1.8499999999999996,0.4624999999999999,0.6786159390092172,0.7371128779445131,-0.05849693893529584
Ligue 1,Over2.5,1.70-2.00,<0.02,0.52-0.56,1.0,1.0,1.0,1.7440000000000002,0.5547559481332694,0.5463059313215399,-0.032505626455577974,1.0,-0.44524405186673055,0.7440000000000002,0.7440000000000002,0.5892269950398598,0.604576146378669,-0.015349151338809208
Ligue 1,Under2.5,1.55-1.70,0.02-0.05,0.60-0.65,1.0,0.0,0.0,1.6733333333333331,0.6218247127448142,0.5767284991568298,0.04052001932632221,0.0,0.6218247127448142,-1.0,-1.0,0.9723974679514673,0.8597414598659417,0.11265600808552556
Ligue 1,Under2.5,1.55-1.70,0.12+,0.65+,2.0,1.0,0.5,1.6470000000000002,0.999999,0.5785266471227457,0.6469983530000001,0.5,0.49999899999999997,-0.37999999999999967,-0.18999999999999984,6.907755778968009,0.6885221761785941,6.219233602789415
Ligue 1,Under2.5,1.55-1.70,<0.02,0.56-0.60,1.0,1.0,1.0,1.69,0.5720427522582945,0.5691523263224983,-0.03324774868348235,1.0,-0.4279572477417055,0.69,0.69,0.5585415486850566,0.5636071718565336,-0.005065623171477074
Ligue 1,Under2.5,1.70-2.00,0.02-0.05,0.50-0.52,2.0,1.0,0.5,1.9825714285714287,0.5120418478659219,0.4838323812489434,0.01514630280229734,0.5,0.012041847865921884,-0.03200000000000003,-0.016000000000000014,0.6916213035230682,0.6816131030692918,0.010008200453776372
Ligue 1,Under2.5,1.70-2.00,0.02-0.05,0.52-0.56,11.0,5.0,0.45454545454545453,1.8969090909090909,0.5353922509871064,0.5045297961123218,0.014858515552870544,0.45454545454545453,0.08084679644165188,-1.6560000000000001,-0.15054545454545457,0.68731996133742,0.6827108376772096,0.004609123660210379
Ligue 1,Under2.5,1.70-2.00,0.02-0.05,0.56-0.60,3.0,3.0,1.0,1.798,0.5676211619733154,0.532301245185499,0.020197290070211094,1.0,-0.43237883802668464,2.394,0.798,0.5663764469967877,0.6309623451995754,-0.0645858982027877
Ligue 1,Under2.5,1.70-2.00,0.05-0.08,0.52-0.56,8.0,6.0,0.75,1.9627499999999998,0.5494630639005377,0.48865405950647606,0.0783935263567711,0.75,-0.20053693609946233,3.7819999999999996,0.47274999999999995,0.6493294149862514,0.7062341091233078,-0.056904694137056344
Ligue 1,Under2.5,1.70-2.00,0.05-0.08,0.56-0.60,3.0,1.0,0.3333333333333333,1.9426666666666665,0.5610740350286343,0.4947057844900677,0.08997128313237217,0.3333333333333333,0.22774070169530097,-1.066,-0.35533333333333333,0.7406812150778864,0.6836849132225514,0.056996301855334996
