league,outcome,odds_bucket,edge_bucket,draw_risk_bucket,n,model_logloss,market_logloss,model_minus_market_logloss,avg_p_model,actual_win_rate,avg_p_market,calibration_gap,avg_edge,avg_ev,avg_odds,roi,profit,hit_rate,clv,status
39,Home,4.00+,<-0.02,0.22-0.26,5,0.5618506624712938,0.5178966374071561,0.0439540250641377,0.10334048708746808,0.2,0.136369315568461,-0.09665951291253193,-0.03302882848099291,-0.2894783016964331,6.9,0.4,2.0,0.2,,BLOCKED
135,Home,1.70-2.00,0.05-0.08,0.30-0.34,4,0.6321686332108202,0.6853057449759448,-0.05313711176512459,0.5790200010723904,0.75,0.5196005739131407,-0.17097999892760962,0.05941942715924958,0.06648748412207606,1.8435,0.39499999999999996,1.5799999999999998,0.75,,BLOCKED
39,Draw,4.00+,-0.02-0.02,<=0.22,18,0.5372123417708179,0.5316300102126587,0.005582331558159237,0.1324160258628946,0.2222222222222222,0.13813619411305963,-0.0898061963593276,-0.005720168250165022,-0.07951012514702016,7.065499999999999,0.38872222222222225,6.997000000000001,0.2222222222222222,,BLOCKED
135,Away,3.20-4.00,0.02-0.05,0.34+,13,0.6927977144806321,0.7050161217252,-0.012218407244567908,0.30699683973383163,0.38461538461538464,0.27493966992540536,-0.07761854488155301,0.03205716980842628,0.07512569430849939,3.513230769230769,0.38107692307692315,4.954000000000001,0.38461538461538464,,BLOCKED
135,Draw,3.20-4.00,-0.02-0.02,0.34+,17,0.7126873793518592,0.7104340651296688,0.002253314222190439,0.3000818413342912,0.4117647058823529,0.28969504194151807,-0.1116828645480617,0.010386799392773224,0.006778644063416282,3.362941176470588,0.3771764705882353,6.412,0.4117647058823529,,BLOCKED
78,Home,2.00-2.40,0.08-0.12,0.34+,5,0.6941644791137129,0.7508725901904906,-0.056708111076777645,0.5135279823839125,0.6,0.4163200833120671,-0.08647201761608747,0.0972078990718455,0.16115244347669527,2.2632,0.374,1.87,0.6,,BLOCKED
61,Draw,3.20-4.00,-0.02-0.02,0.26-0.30,14,0.6760160869802895,0.6803047747216632,-0.004288687741373698,0.24939680055541932,0.35714285714285715,0.2462390755715422,-0.10774605658743783,0.0031577249838771193,-0.037509493250197326,3.861142857142856,0.37099999999999994,5.193999999999999,0.35714285714285715,,BLOCKED
39,Home,<1.55,0.08-0.12,<=0.22,1,0.253653019225159,0.3817918160351697,-0.12813879681001072,0.7759609988893517,1.0,0.6826371525224298,-0.22403900111064834,0.09332384636692181,0.06306656847841197,1.37,0.3700000000000001,0.3700000000000001,1.0,,BLOCKED
135,Away,<1.55,-0.02-0.02,0.22-0.26,6,0.35983970440262825,0.35082514428523887,0.00901456011738938,0.6982192381603078,1.0,0.7047600783902231,-0.30178076183969216,-0.006540840229915208,-0.049608896164990424,1.3633333333333333,0.36333333333333345,2.1800000000000006,1.0,,BLOCKED
61,Away,2.40-3.20,0.05-0.08,0.30-0.34,4,0.7182056802032251,0.746708328501092,-0.028502648297866973,0.4171967802940177,0.5,0.35305157468202664,-0.08280321970598231,0.0641452056119911,0.12313733440706792,2.6965000000000003,0.36150000000000015,1.4460000000000006,0.5,,BLOCKED
140,Home,<1.55,0.12+,<=0.22,1,0.151466311646904,0.3245658402355982,-0.1730995285886942,0.8594468351336864,1.0,0.722841114053848,-0.14055316486631364,0.13660572107983837,0.16884769578181347,1.36,0.3600000000000001,0.3600000000000001,1.0,,BLOCKED
39,Draw,4.00+,<-0.02,0.22-0.26,43,0.6374748850273236,0.6131285480918363,0.024346336935487378,0.1599117048450675,0.27906976744186046,0.19454770288583303,-0.11915806259679296,-0.034635998040765566,-0.2225783119300412,4.8783720930232555,0.3561860465116279,15.315999999999999,0.27906976744186046,,BLOCKED
78,Home,1.70-2.00,-0.02-0.02,0.30-0.34,4,0.6698132191000419,0.6564794439292552,0.01333377517078671,0.5183630469220661,0.75,0.527120448110834,-0.23163695307793386,-0.00875740118876786,-0.049982910665567676,1.8335,0.3559999999999999,1.4239999999999997,0.75,,BLOCKED
78,Home,<1.55,0.05-0.08,<=0.22,4,0.25251279352194017,0.3499656688610614,-0.09745287533912123,0.7781498802752869,1.0,0.7065272719183228,-0.22185011972471314,0.07162260835696405,0.04416802482908705,1.3474999999999997,0.3475,1.39,1.0,,BLOCKED
78,Away,2.40-3.20,0.02-0.05,0.34+,6,0.7246083009713162,0.7312369203832946,-0.006628619411978343,0.37919358393050745,0.5,0.3456788522584761,-0.12080641606949255,0.033514731672031395,0.03930844907698087,2.757,0.3466666666666666,2.0799999999999996,0.5,,BLOCKED
140,Home,1.55-1.70,0.08-0.12,0.26-0.30,6,0.499456430131581,0.5797930842320776,-0.08033665410049667,0.6957546175807695,0.8333333333333334,0.5914814484941392,-0.13757871575256386,0.10427316908663033,0.12487700646958266,1.6176666666666666,0.3446666666666667,2.068,0.8333333333333334,,BLOCKED
78,Draw,4.00+,-0.02-0.02,0.22-0.26,24,0.6202307822885561,0.6225770013509796,-0.0023462190624234935,0.20803598038275392,0.2916666666666667,0.20691951181141086,-0.08363068628391276,0.001116468571343025,-0.042273230995742074,4.620416666666666,0.34400000000000003,8.256,0.2916666666666667,,BLOCKED
140,Home,4.00+,<-0.02,0.26-0.30,18,0.687192381891387,0.5849614947270434,0.10223088716434359,0.12068179606180725,0.2777777777777778,0.1767516945067219,-0.15709598171597056,-0.05606989844491466,-0.34024222459478703,5.518888888888889,0.3423333333333333,6.162,0.2777777777777778,,BLOCKED
135,Away,2.40-3.20,0.02-0.05,0.30-0.34,10,0.716624884989526,0.7435598510550839,-0.026934966065557897,0.3913360609446227,0.5,0.3576536713359342,-0.1086639390553773,0.0336823896086884,0.04149625919224202,2.6838,0.3396,3.396,0.5,,BLOCKED
78,Away,2.00-2.40,<-0.02,0.34+,5,0.7544522521934024,0.7144529841214833,0.039999268071919114,0.3360404601205649,0.6,0.4185854196104567,-0.2639595398794351,-0.08254495948989188,-0.23433574237067356,2.2816,0.33840000000000003,1.6920000000000002,0.6,,BLOCKED
61,Home,2.40-3.20,<-0.02,0.34+,10,0.7991481534159015,0.738474608672073,0.06067354474382847,0.28524403906336043,0.5,0.3577681018470731,-0.21475596093663957,-0.07252406278371264,-0.2450243235098692,2.6622,0.33799999999999997,3.38,0.5,,BLOCKED
78,Away,<1.55,0.08-0.12,<=0.22,3,0.20284602355276582,0.34191694213757534,-0.13907091858480952,0.8164180663049012,1.0,0.7105208434021039,-0.1835819336950988,0.10589722290279735,0.08260233856549644,1.326,0.326,0.978,1.0,,BLOCKED
140,Home,<1.55,0.02-0.05,0.22-0.26,4,0.27536383734890124,0.32171463325771815,-0.04635079590881691,0.7595763886282043,1.0,0.7252757939375184,-0.2404236113717957,0.03430059469068583,0.003723712192047257,1.323,0.323,1.292,1.0,,BLOCKED
135,Home,3.20-4.00,<-0.02,0.30-0.34,28,0.7110605464209815,0.6805576439176564,0.030502902503325102,0.21909444611579973,0.35714285714285715,0.26510724767685095,-0.13804841102705742,-0.04601280156105119,-0.20749975420273503,3.6331428571428575,0.3220714285714286,9.018,0.35714285714285715,,BLOCKED
140,Home,<1.55,-0.02-0.02,0.22-0.26,5,0.3211588820333933,0.3286809765836032,-0.007522094550209857,0.725851831905538,1.0,0.7205040625776963,-0.27414816809446196,0.005347769327841733,-0.043464249566331235,1.3196,0.31960000000000005,1.5980000000000003,1.0,,BLOCKED
140,Away,2.00-2.40,-0.02-0.02,0.30-0.34,5,0.7222224046793546,0.7106161751478094,0.01160622953154522,0.43832140910839124,0.6,0.44524132413267925,-0.16167859089160874,-0.006919915024287926,-0.04647044236414164,2.1824,0.31799999999999995,1.5899999999999999,0.6,,BLOCKED
39,Away,3.20-4.00,<-0.02,0.34+,52,0.7215456692335718,0.6876274521034772,0.033918217130094575,0.20675339121256198,0.36538461538461536,0.2683709121820256,-0.1586312241720534,-0.06161752096946361,-0.2673023428492931,3.5572307692307694,0.317923076923077,16.532000000000004,0.36538461538461536,,BLOCKED
135,Draw,3.20-4.00,<-0.02,0.26-0.30,17,0.6985017787823904,0.6734609288516461,0.02504084993074429,0.2231964272345469,0.35294117647058826,0.2552528289053362,-0.12974474923604135,-0.03205640167078925,-0.16708185633301972,3.7387058823529413,0.31705882352941167,5.389999999999999,0.35294117647058826,,BLOCKED
39,Away,<1.55,-0.02-0.02,0.22-0.26,4,0.336335966357341,0.3313638846041357,0.004972081753205293,0.714741875509947,1.0,0.7182963804319491,-0.28525812449005306,-0.003554504922002183,-0.06384863985023878,1.3110000000000002,0.31100000000000005,1.2440000000000002,1.0,,BLOCKED
135,Away,2.40-3.20,0.08-0.12,0.30-0.34,2,0.710565895246484,0.7388623434503668,-0.028296448203882885,0.4844141595546837,0.5,0.3839560918767486,-0.015585840445316301,0.10045806767793511,0.21495699047208072,2.51,0.31000000000000005,0.6200000000000001,0.5,,BLOCKED
140,Home,2.40-3.20,0.05-0.08,0.30-0.34,11,0.682623580834354,0.7075655076553911,-0.02494192682103702,0.3824835495999064,0.45454545454545453,0.3204955875413756,-0.07206190494554815,0.06198796205853075,0.13299669764902722,2.9718181818181817,0.30800000000000005,3.388000000000001,0.45454545454545453,,BLOCKED
78,Away,1.70-2.00,0.02-0.05,0.26-0.30,7,0.6268078299794977,0.6577268894866867,-0.030919059507188984,0.5488426896716213,0.7142857142857143,0.5145819621744941,-0.165443024614093,0.03426072749712716,0.01679437248016296,1.8559999999999999,0.3074285714285714,2.1519999999999997,0.7142857142857143,,BLOCKED
78,Draw,3.20-4.00,<-0.02,0.26-0.30,23,0.6810989541289897,0.6674279364676718,0.013671017661317841,0.2066248651170843,0.34782608695652173,0.25661440833721566,-0.14120122183943742,-0.04998954322013143,-0.22700338876648637,3.739739130434782,0.3067826086956522,7.056000000000001,0.34782608695652173,,BLOCKED
140,Home,1.70-2.00,<-0.02,0.34+,3,0.8178330560050545,0.7185045175720582,0.09932853843299627,0.426952486675303,0.6666666666666666,0.49803945719255743,-0.23971417999136363,-0.07108697051725439,-0.18231028962860632,1.9206666666666667,0.3066666666666667,0.9200000000000002,0.6666666666666666,,BLOCKED
61,Away,<1.55,-0.02-0.02,0.22-0.26,2,0.3292263026275591,0.3231185344482469,0.00610776817931219,0.7195028956161265,1.0,0.7239268394672718,-0.28049710438387354,-0.004423943851145307,-0.06040926376801753,1.306,0.30600000000000005,0.6120000000000001,1.0,,BLOCKED
78,Away,2.40-3.20,0.08-0.12,0.34+,9,0.6924409821338865,0.71304738311018,-0.020606400976293515,0.4218948194576627,0.4444444444444444,0.3185655350532428,-0.022549624986781702,0.10332928440441988,0.260196277470339,2.994222222222222,0.305111111111111,2.745999999999999,0.4444444444444444,,BLOCKED
135,Away,<1.55,<-0.02,0.22-0.26,2,0.3933039321145964,0.3302779536788596,0.06302597843573682,0.675145335687156,1.0,0.7200591234199656,-0.32485466431284404,-0.04491378773280974,-0.12112355253841195,1.305,0.30499999999999994,0.6099999999999999,1.0,,BLOCKED
39,Home,<1.55,0.05-0.08,<=0.22,1,0.23661131495030413,0.3157575175296632,-0.07914620257935906,0.7892980167421756,1.0,0.7292362557393824,-0.2107019832578244,0.060061761002793146,0.029244613831796773,1.3039999999999998,0.3039999999999998,0.3039999999999998,1.0,,BLOCKED
135,Away,1.55-1.70,0.02-0.05,0.26-0.30,11,0.5430173168736322,0.5734874725191009,-0.030470155645468733,0.6359308992912068,0.8181818181818182,0.6021919391092706,-0.1822509188906114,0.03373896018193619,0.01391674496555509,1.5949090909090906,0.30109090909090913,3.3120000000000003,0.8181818181818182,,BLOCKED
61,Home,<1.55,-0.02-0.02,<=0.22,1,0.3051926076310694,0.3164991177659627,-0.011306510134893255,0.7369814124765932,1.0,0.72869565443961,-0.2630185875234068,0.00828575803698317,-0.04487208943033538,1.2959999999999998,0.2959999999999998,0.2959999999999998,1.0,,BLOCKED
140,Home,<1.55,0.12+,0.22-0.26,9,0.36729004095781786,0.49802222319204564,-0.13073218223422778,0.8278648191901765,0.8888888888888888,0.6685230840840147,-0.061024069698712324,0.1593417351061618,0.19305385089338747,1.4413333333333334,0.29088888888888875,2.617999999999999,0.8888888888888888,,BLOCKED
135,Home,<1.55,0.05-0.08,<=0.22,1,0.23174082596543077,0.30145048767369315,-0.06970966170826237,0.7931516609865215,1.0,0.7397444519166106,-0.20684833901347854,0.05340720906991081,0.023165642672612785,1.29,0.29000000000000004,0.29000000000000004,1.0,,BLOCKED
78,Draw,3.20-4.00,0.02-0.05,0.26-0.30,9,0.6538129520004219,0.6531821178994102,0.0006308341010117235,0.2787432442042353,0.3333333333333333,0.24936876801824537,-0.05459008912909802,0.02937447618598991,0.06617005665180052,3.826666666666666,0.2853333333333334,2.5680000000000005,0.3333333333333333,,BLOCKED
78,Home,1.70-2.00,0.02-0.05,0.34+,6,0.7111782894239337,0.7231487813652397,-0.01197049194130606,0.5474045530524321,0.6666666666666666,0.5088146496059859,-0.11926211361423456,0.03858990344644612,0.031081558191399034,1.8873333333333333,0.27999999999999997,1.6799999999999997,0.6666666666666666,,BLOCKED
78,Away,4.00+,<-0.02,0.26-0.30,30,0.6782531846264527,0.5981876143892444,0.08006557023720828,0.12558381969247867,0.26666666666666666,0.20425544170282758,-0.141082846974188,-0.0786716220103489,-0.4115680348368201,4.742866666666667,0.2796666666666667,8.39,0.26666666666666666,,BLOCKED
78,Away,<1.55,-0.02-0.02,<=0.22,1,0.26566132363395084,0.2873915016509692,-0.021730178017018376,0.7666987462804099,1.0,0.750217959765447,-0.2333012537195901,0.016480786514962875,-0.021692399746196966,1.276,0.276,0.276,1.0,,BLOCKED
135,Home,1.55-1.70,-0.02-0.02,0.26-0.30,9,0.5943273936443535,0.6058634160216303,-0.0115360223772768,0.5881552282652188,0.7777777777777778,0.5842910119145378,-0.18962254951255897,0.0038642163506808678,-0.038907754968117304,1.6355555555555559,0.2682222222222222,2.4139999999999997,0.7777777777777778,,BLOCKED
140,Away,4.00+,<-0.02,0.22-0.26,23,0.43265773207745395,0.40885823528962917,0.02379949678782478,0.07115491882313582,0.13043478260869565,0.11445341526473148,-0.05927986378555983,-0.04329849644159566,-0.39721502470137227,8.603565217391305,0.2652173913043478,6.1,0.13043478260869565,,BLOCKED
135,Home,4.00+,<-0.02,0.30-0.34,29,0.6348431554455791,0.6040298444521006,0.030813310993478504,0.17354765890100565,0.27586206896551724,0.21149188623870616,-0.10231441006451159,-0.03794422733770051,-0.21485958719732243,4.573655172413793,0.25862068965517226,7.4999999999999964,0.27586206896551724,,BLOCKED
78,Away,4.00+,-0.02-0.02,0.26-0.30,7,0.5692753894884403,0.5706102804482412,-0.001334890959800994,0.17164999193712058,0.2857142857142857,0.18106630261158863,-0.11406429377716512,-0.009416310674468029,-0.09476631634322615,5.412999999999999,0.2571428571428571,1.7999999999999998,0.2857142857142857,,BLOCKED
39,Away,2.40-3.20,0.02-0.05,0.30-0.34,2,0.6972507659139389,0.7342231739910492,-0.03697240807711033,0.41309626015490797,0.5,0.37650456152470724,-0.08690373984509203,0.03659169863020076,0.024643090572722515,2.48,0.2549999999999999,0.5099999999999998,0.5,,BLOCKED
39,Home,4.00+,0.05-0.08,0.26-0.30,7,0.5806214388267013,0.5932087030196588,-0.012587264192957526,0.2608371734414891,0.2857142857142857,0.2063208805282945,-0.024877112272796598,0.05451629291319462,0.20413285644104132,4.628,0.251142857142857,1.7579999999999991,0.2857142857142857,,BLOCKED
78,Away,<1.55,<-0.02,<=0.22,1,0.30411321148095066,0.2755900266867525,0.028523184794198186,0.7377773368575085,1.0,0.7591240875912407,-0.26222266314249154,-0.021346750733732267,-0.07777832892811443,1.25,0.25,0.25,1.0,,BLOCKED
61,Draw,2.40-3.20,-0.02-0.02,0.34+,5,0.6867731009787057,0.689835081589757,-0.0030619806110513403,0.2964007490891526,0.4,0.3022675152800767,-0.10359925091084743,-0.005866766190924089,-0.07076185157411582,3.1356,0.24000000000000005,1.2000000000000002,0.4,,BLOCKED
135,Away,<1.55,<-0.02,<=0.22,1,0.3345966340915183,0.23263462184917533,0.10196201224234297,0.7156266875516625,1.0,0.7924430620153416,-0.2843733124483375,-0.07681637446367917,-0.1126229074359385,1.24,0.24,0.24,1.0,,BLOCKED
140,Home,<1.55,0.08-0.12,<=0.22,8,0.15551953102197058,0.2671193505093109,-0.11159981948734032,0.8564051266059409,1.0,0.7659281539537692,-0.14359487339405907,0.09047697265217165,0.06022711398300035,1.2392500000000002,0.23925000000000002,1.9140000000000001,1.0,,BLOCKED
140,Home,<1.55,0.08-0.12,0.26-0.30,6,0.48292426898384083,0.5534386686528355,-0.0705143996689947,0.7412175724816547,0.8333333333333334,0.6468203446494956,-0.09211576085167872,0.09439722783215902,0.09657363812654107,1.4803333333333333,0.23533333333333326,1.4119999999999995,0.8333333333333334,,BLOCKED
140,Home,2.40-3.20,0.08-0.12,0.30-0.34,9,0.6898000706207745,0.6962875628392601,-0.006487492218485547,0.44311181614183615,0.4444444444444444,0.3415985958434496,-0.0013326283026082741,0.10151322029838648,0.23961193809709172,2.8108888888888885,0.22866666666666668,2.0580000000000003,0.4444444444444444,,BLOCKED
78,Draw,3.20-4.00,0.05-0.08,0.34+,6,0.6423444059790583,0.649937548467724,-0.007593142488665716,0.3182014433323956,0.3333333333333333,0.2590750952318698,-0.015131890000937731,0.05912634810052577,0.17124455712543704,3.6850000000000005,0.2283333333333332,1.3699999999999992,0.3333333333333333,,BLOCKED
78,Away,2.40-3.20,0.08-0.12,0.30-0.34,2,0.654917694325343,0.6871359960827662,-0.03221830175742324,0.4751583567412354,0.5,0.3633186777097539,-0.02484164325876459,0.11183967903148151,0.23930647419759654,2.6149999999999998,0.22699999999999987,0.45399999999999974,0.5,,BLOCKED
135,Home,<1.55,0.08-0.12,0.22-0.26,7,0.44013257265905514,0.5027481760154804,-0.06261560335642524,0.7681521717732794,0.8571428571428571,0.6659038800330108,-0.08899068536957766,0.10224829174026859,0.09973438164652938,1.4322857142857146,0.22657142857142865,1.5860000000000005,0.8571428571428571,,BLOCKED
135,Away,1.70-2.00,-0.02-0.02,0.30-0.34,12,0.6594782734547852,0.6644070511465797,-0.004928777691794561,0.5226453336285988,0.6666666666666666,0.5165093126294046,-0.14402133303806786,0.006136020999194229,-0.029857431341167123,1.86,0.2228333333333333,2.6739999999999995,0.6666666666666666,,BLOCKED
61,Draw,3.20-4.00,0.05-0.08,0.30-0.34,9,0.6467409177120726,0.6570445612814106,-0.010303643569337995,0.32269486963500726,0.3333333333333333,0.263707156486116,-0.01063846369832605,0.058987713148891334,0.16160067450098073,3.6026666666666665,0.22222222222222218,1.9999999999999996,0.3333333333333333,,BLOCKED
78,Away,4.00+,<-0.02,0.34+,14,0.7124457207183096,0.6066943098875462,0.10575141083076334,0.134945156056948,0.2857142857142857,0.2255775438361546,-0.15076912965733769,-0.09063238777920664,-0.4258905856164074,4.295999999999999,0.2198571428571428,3.0779999999999994,0.2857142857142857,,BLOCKED
39,Away,1.55-1.70,-0.02-0.02,0.26-0.30,8,0.6176733596647699,0.6199864995790147,-0.002313139914244866,0.5748749533581934,0.75,0.5796255022330181,-0.17512504664180661,-0.004750548874824623,-0.059319526018229304,1.637,0.2185,1.748,0.75,,BLOCKED
135,Away,4.00+,<-0.02,0.26-0.30,62,0.5428797354158054,0.5162952088306438,0.026584526585161528,0.1081343102544786,0.20967741935483872,0.16373851326081015,-0.10154310910036012,-0.05560420300633151,-0.37578158582159077,5.9835161290322585,0.2140967741935484,13.274000000000001,0.20967741935483872,,BLOCKED
140,Away,1.70-2.00,<-0.02,0.30-0.34,8,0.7745061726072281,0.7109471050120482,0.06355906759517993,0.4264361718483367,0.625,0.5039140382678028,-0.1985638281516633,-0.07747786641946607,-0.1859052897280466,1.91125,0.20999999999999996,1.6799999999999997,0.625,,BLOCKED
78,Home,2.40-3.20,0.05-0.08,0.34+,9,0.6792704064616368,0.6998330345532172,-0.02056262809158038,0.42039229678558954,0.4444444444444444,0.3560338697689356,-0.024052147658854883,0.06435842701665398,0.13862496237425054,2.7257777777777776,0.20777777777777778,1.87,0.4444444444444444,,BLOCKED
135,Away,1.55-1.70,<-0.02,0.26-0.30,4,0.6387999535363471,0.6077654901927021,0.031034463343645013,0.5486263850695366,0.75,0.582220175008408,-0.20137361493046335,-0.0335937899388713,-0.10933466406103501,1.6244999999999998,0.20550000000000002,0.8220000000000001,0.75,,BLOCKED
140,Draw,3.20-4.00,<-0.02,0.34+,34,0.6737158726512513,0.654485170843631,0.01923070180762032,0.22301346769190472,0.35294117647058826,0.27799510140536327,-0.12992770877868354,-0.0549816337134585,-0.22961357523285353,3.466647058823529,0.20323529411764701,6.909999999999998,0.35294117647058826,,BLOCKED
78,Home,2.40-3.20,<-0.02,0.34+,9,0.6863594986837049,0.703832402504404,-0.017472903820699104,0.28629451358641916,0.4444444444444444,0.3527344864123127,-0.15814993085802526,-0.0664399728258935,-0.22537120862243043,2.718666666666666,0.20088888888888892,1.8080000000000003,0.4444444444444444,,BLOCKED
61,Away,2.40-3.20,0.02-0.05,0.34+,2,0.6465879011858078,0.6601601814088516,-0.013572280223043798,0.4016589828740861,0.5,0.3596364639496259,-0.09834101712591392,0.042022518924460156,0.05836308085658948,2.6559999999999997,0.19999999999999996,0.3999999999999999,0.5,,BLOCKED
78,Home,2.40-3.20,0.12+,0.34+,2,0.6889658990374179,0.6895565155325285,-0.0005906164951106074,0.5363248956321273,0.5,0.3796558227727673,0.03632489563212726,0.15666907285935996,0.36978197759651543,2.5549999999999997,0.19999999999999996,0.3999999999999999,0.5,,BLOCKED
39,Away,<1.55,0.02-0.05,<=0.22,1,0.20576343071320688,0.24445333790096072,-0.038689907187753836,0.8140256269682368,1.0,0.783132530120482,-0.18597437303176323,0.030893096847754764,-0.023169247638115897,1.2,0.19999999999999996,0.19999999999999996,1.0,,BLOCKED
61,Home,<1.55,<-0.02,0.22-0.26,16,0.5518341047405596,0.47873673995606697,0.07309736478449264,0.6222689015598137,0.875,0.6989824685853212,-0.25273109844018626,-0.0767135670255075,-0.15497403446823094,1.35975,0.19612500000000002,3.1380000000000003,0.875,,BLOCKED
78,Draw,3.20-4.00,-0.02-0.02,0.30-0.34,41,0.6453560245967517,0.6467362640550175,-0.0013802394582658195,0.2706748157933317,0.34146341463414637,0.26839606274887967,-0.07078859884081468,0.002278753044452003,-0.038183404831660446,3.5597073170731703,0.19346341463414635,7.932,0.34146341463414637,,BLOCKED
140,Away,2.00-2.40,<-0.02,0.34+,2,0.8674127462270913,0.7503629860757275,0.11704976015136381,0.32956383998515304,0.5,0.4218977989532592,-0.17043616001484696,-0.09233395896810617,-0.26041364408033346,2.261,0.18999999999999995,0.3799999999999999,0.5,,BLOCKED
135,Home,1.55-1.70,0.05-0.08,0.26-0.30,4,0.5803646583839472,0.6135001514714914,-0.033135493087544154,0.6658432196645648,0.75,0.6013331951223626,-0.08415678033543517,0.06451002454220223,0.05002289506249047,1.5779999999999998,0.1850000000000001,0.7400000000000004,0.75,,BLOCKED
140,Draw,4.00+,<-0.02,0.26-0.30,22,0.6313098486603732,0.5962622191008745,0.035047629559498694,0.15911079545486384,0.2727272727272727,0.22567010037085208,-0.11361647727240887,-0.06655930491598822,-0.3228177261380556,4.258909090909091,0.1838181818181818,4.044,0.2727272727272727,,BLOCKED
39,Away,1.55-1.70,<-0.02,0.26-0.30,15,0.6769349741599907,0.6239080826620994,0.053026891497891304,0.5281196137321041,0.7333333333333333,0.5833678784342907,-0.20521371960122914,-0.05524826470218649,-0.14485638106055287,1.621333333333333,0.18306666666666666,2.746,0.7333333333333333,,BLOCKED
78,Away,3.20-4.00,<-0.02,0.26-0.30,9,0.7372263114448471,0.6367367470627868,0.10048956438206025,0.14031225084647567,0.3333333333333333,0.26682158504671444,-0.19302108248685765,-0.12650933420023877,-0.4960387706539076,3.6197777777777773,0.1811111111111111,1.63,0.3333333333333333,,BLOCKED
39,Away,4.00+,<-0.02,0.26-0.30,56,0.563133711110252,0.5472821067408027,0.015851604369449324,0.1445887492129479,0.23214285714285715,0.1877638139597342,-0.08755410792990925,-0.043175064746786354,-0.26603010207568184,5.137535714285714,0.17964285714285713,10.059999999999999,0.23214285714285715,,BLOCKED
135,Away,1.70-2.00,<-0.02,0.30-0.34,5,0.7547127292400952,0.7095237342391367,0.04518899500095852,0.44662418107140234,0.6,0.49068403471815597,-0.15337581892859764,-0.04405985364675365,-0.1202625016877478,1.9696000000000002,0.17959999999999998,0.8979999999999999,0.6,,BLOCKED
61,Home,3.20-4.00,0.02-0.05,0.30-0.34,3,0.6475716828837838,0.6619576447397041,-0.014385961855920337,0.30892558765303674,0.3333333333333333,0.278802606613773,-0.024407745680296578,0.030122981039263735,0.04944372683760956,3.3996190476190478,0.17904761904761926,0.5371428571428578,0.3333333333333333,,BLOCKED
39,Home,<1.55,0.02-0.05,0.26-0.30,9,0.5541861419596278,0.5855241191138819,-0.031337977154254126,0.6674446133245583,0.7777777777777778,0.6323702082205319,-0.1103331644532195,0.03507440510402628,0.006495226471415354,1.5082222222222224,0.17422222222222228,1.5680000000000005,0.7777777777777778,,BLOCKED
140,Home,<1.55,-0.02-0.02,<=0.22,2,0.18812080074680532,0.2065663632079659,-0.01844556246116058,0.8292588169958695,1.0,0.8142930884271773,-0.17074118300413055,0.014965728568692216,-0.03238778236574674,1.169,0.16900000000000004,0.3380000000000001,1.0,,BLOCKED
140,Home,2.00-2.40,0.08-0.12,0.34+,13,0.6742604514051571,0.6990954230560011,-0.02483497165084403,0.5342948601842918,0.5384615384615384,0.4354464910338696,-0.004166678277246594,0.09884836915042215,0.1758967200132622,2.206923076923077,0.16707692307692307,2.1719999999999997,0.5384615384615384,,BLOCKED
135,Home,2.40-3.20,0.02-0.05,0.34+,9,0.7025758814688448,0.7025624922616794,1.338920716531522e-05,0.3961149136193261,0.4444444444444444,0.361908156396485,-0.048329530825118316,0.034206757222841194,0.047288559538966615,2.659111111111111,0.1635555555555556,1.4720000000000004,0.4444444444444444,,BLOCKED
135,Home,1.70-2.00,0.05-0.08,0.26-0.30,6,0.6079699119391965,0.637598776971734,-0.029628865032537477,0.6015768228363872,0.6666666666666666,0.5379229819042226,-0.06508984383027938,0.06365384093216464,0.06980913658883466,1.780333333333333,0.16266666666666665,0.976,0.6666666666666666,,BLOCKED
39,Away,4.00+,<-0.02,0.22-0.26,16,0.5045898119751515,0.47704131016338275,0.027548501811768766,0.11205519562289418,0.1875,0.14717974998950795,-0.07544480437710582,-0.035124554366613776,-0.2798574741799447,6.5204375,0.15975,2.556,0.1875,,BLOCKED
61,Away,2.00-2.40,0.08-0.12,0.30-0.34,6,0.7027936802131572,0.7219687216067766,-0.019175041393619363,0.5219860593921696,0.5,0.4142261055593228,0.021986059392169577,0.1077599538328467,0.1927841894460061,2.2870000000000004,0.15933333333333333,0.956,0.5,,BLOCKED
39,Home,<1.55,0.08-0.12,0.22-0.26,5,0.5219429221716061,0.5499867371067857,-0.0280438149351796,0.7386997619318574,0.8,0.6505554189480771,-0.061300238068142665,0.0881443429837802,0.06896266113037668,1.4472,0.15519999999999995,0.7759999999999998,0.8,,BLOCKED
39,Draw,4.00+,-0.02-0.02,0.22-0.26,28,0.5389497841093402,0.5276646760212559,0.011285108088084361,0.17518621858135597,0.21428571428571427,0.18025343803509147,-0.039099495704358306,-0.005067219453735505,-0.08250828394318731,5.272964285714286,0.15271428571428575,4.276000000000001,0.21428571428571427,,BLOCKED
135,Away,1.70-2.00,0.02-0.05,0.30-0.34,8,0.6600178291498766,0.6758132268573498,-0.01579539770747318,0.5447817745679695,0.625,0.5114762481543599,-0.0802182254320305,0.0333055264136097,0.016112503788895796,1.86775,0.15200000000000014,1.216000000000001,0.625,,BLOCKED
