league,outcome,odds_bucket,edge_bucket,draw_risk_bucket,n,model_logloss,market_logloss,model_minus_market_logloss,avg_p_model,actual_win_rate,avg_p_market,calibration_gap,avg_edge,avg_ev,avg_odds,roi,profit,hit_rate,clv,status
61,Home,2.40-3.20,0.05-0.08,0.34+,3,0.6594650809506559,0.6452498744548438,0.014215206495812094,0.42532981166411205,0.3333333333333333,0.3556668513158355,0.09199647833077873,0.06966296034827658,0.13489548669312298,2.674888888888889,-0.10111111111111108,-0.30333333333333323,0.3333333333333333,,BLOCKED
78,Draw,4.00+,<-0.02,0.26-0.30,10,0.5247022081898302,0.5213171414137936,0.0033850667760365605,0.19203748167636717,0.2,0.22838314474676777,-0.007962518323632845,-0.03634566307040062,-0.20320951576074378,4.1608,-0.10300000000000012,-1.0300000000000011,0.2,,BLOCKED
140,Away,3.20-4.00,0.02-0.05,0.34+,8,0.5814079454113448,0.5760522055233976,0.005355739887947131,0.3036564681024621,0.25,0.2740151687568999,0.05365646810246211,0.029641299345562193,0.056180397239448815,3.488,-0.10350000000000004,-0.8280000000000003,0.25,,BLOCKED
78,Away,<1.55,0.05-0.08,<=0.22,3,0.7000990657691903,0.6677694172856872,0.03232964848350317,0.7834119190653771,0.6666666666666666,0.7100181500289068,0.11674525239871048,0.07339376903647048,0.04161360593283262,1.3313333333333333,-0.10400000000000002,-0.31200000000000006,0.6666666666666666,,BLOCKED
78,Away,1.70-2.00,<-0.02,0.26-0.30,2,0.8640415463199248,0.6758344275965056,0.18820711872341922,0.4200233301783818,0.5,0.5393186723791746,-0.07997666982161822,-0.11929534220079288,-0.24570300485224594,1.795,-0.10499999999999998,-0.20999999999999996,0.5,,BLOCKED
78,Home,<1.55,<-0.02,<=0.22,14,0.5313947988813644,0.5468794880393797,-0.015484689158015263,0.7725408580139023,0.7857142857142857,0.842515972904306,-0.013173427700383433,-0.06997511489040383,-0.12517210194518105,1.1342857142857146,-0.10542857142857143,-1.476,0.7857142857142857,,BLOCKED
135,Home,<1.55,-0.02-0.02,0.22-0.26,18,0.6292694216165375,0.6260739716551096,0.003195449961427954,0.7129083643208208,0.6666666666666666,0.7103034092287702,0.0462416976541542,0.0026049550920506956,-0.03720937126274581,1.3528888888888888,-0.10622222222222219,-1.9119999999999995,0.6666666666666666,,BLOCKED
78,Draw,4.00+,0.02-0.05,<=0.22,12,0.42854837678324587,0.4213785042641865,0.007169872519059373,0.18813559407138403,0.16666666666666666,0.15168785559543568,0.02146892740471737,0.03644773847594831,0.20501009009945612,6.718333333333334,-0.10833333333333332,-1.2999999999999998,0.16666666666666666,,BLOCKED
78,Away,4.00+,<-0.02,0.22-0.26,40,0.468761387303349,0.4247934519896036,0.04396793531374538,0.07105673226953005,0.15,0.163757833939909,-0.07894326773046995,-0.09270110167037897,-0.580769085070268,5.9444,-0.11069999999999999,-4.428,0.15,,BLOCKED
39,Draw,3.20-4.00,<-0.02,0.30-0.34,43,0.5738250952750773,0.5729551788847005,0.0008699163903768126,0.2427551044912641,0.2558139534883721,0.2752833115554307,-0.013058848997107991,-0.03252820706416659,-0.16193610671925385,3.4608837209302323,-0.11130232558139538,-4.786000000000001,0.2558139534883721,,BLOCKED
78,Away,3.20-4.00,<-0.02,0.30-0.34,4,0.5509841812980738,0.5546108992061596,-0.0036267179080857748,0.17680483008178474,0.25,0.2622154916902205,-0.07319516991821526,-0.08541066160843575,-0.36173538032652514,3.6165,-0.1120000000000001,-0.4480000000000004,0.25,,BLOCKED
61,Away,2.00-2.40,<-0.02,0.30-0.34,5,0.7373827891067346,0.6865826904495054,0.05080009865722923,0.3781459735460339,0.4,0.4366283563106423,-0.021854026453966113,-0.0584823827646084,-0.17825555547942612,2.1769714285714286,-0.11377142857142859,-0.568857142857143,0.4,,BLOCKED
140,Home,1.70-2.00,0.02-0.05,0.34+,2,0.6521077568278071,0.6442861146259818,0.00782164220182524,0.5748042838198932,0.5,0.5301099854034511,0.07480428381989324,0.04469429841644207,0.04976593259308637,1.829,-0.11499999999999999,-0.22999999999999998,0.5,,BLOCKED
39,Home,2.00-2.40,0.05-0.08,0.34+,12,0.6996242246847215,0.6821245324567967,0.0174996922279248,0.5150358946221135,0.4166666666666667,0.4463861815131301,0.09836922795544684,0.06864971310898349,0.09530769800941487,2.1313333333333335,-0.11508333333333336,-1.3810000000000002,0.4166666666666667,,BLOCKED
39,Home,2.40-3.20,0.05-0.08,0.30-0.34,9,0.630871611739411,0.6160005015192495,0.01487111022016152,0.4113689312839757,0.3333333333333333,0.34422051461471903,0.07803559795064241,0.06714841666925662,0.13852095968619535,2.773777777777778,-0.11755555555555554,-1.0579999999999998,0.3333333333333333,,BLOCKED
78,Home,1.70-2.00,-0.02-0.02,0.26-0.30,6,0.7045876870674462,0.6932973755923437,0.01129031147510251,0.5529244214157939,0.5,0.5492388319265665,0.0529244214157939,0.0036855894892273513,-0.02427023591806543,1.765666666666667,-0.11833333333333329,-0.7099999999999997,0.5,,BLOCKED
61,Away,1.70-2.00,0.02-0.05,0.26-0.30,2,0.725176665040363,0.703832421483254,0.021344243557109066,0.5726774655843405,0.5,0.5401184571298614,0.07267746558434052,0.03255900845447912,0.00381056033188254,1.753,-0.119,-0.238,0.5,,BLOCKED
135,Draw,3.20-4.00,-0.02-0.02,0.30-0.34,66,0.5618796409345241,0.5676355200119739,-0.005755879077449788,0.28060654254365053,0.25757575757575757,0.27966473112556206,0.02303078496789296,0.0009418114180883803,-0.036973886433513015,3.44030303030303,-0.12203030303030303,-8.054,0.25757575757575757,,BLOCKED
135,Away,1.70-2.00,0.05-0.08,0.26-0.30,4,0.7219806459142838,0.7113376267336317,0.010643019180652136,0.6196914886956348,0.5,0.5606578843842024,0.11969148869563484,0.05903360431143237,0.07247327954265398,1.731,-0.1225,-0.49,0.5,,BLOCKED
39,Home,1.70-2.00,0.05-0.08,0.26-0.30,4,0.6876088995107786,0.6871253227808565,0.00048357672992216383,0.6086903017247348,0.5,0.5427694568974841,0.10869030172473482,0.06592084482725072,0.07956351695343161,1.7754999999999999,-0.1225,-0.49,0.5,,BLOCKED
78,Draw,3.20-4.00,0.02-0.05,0.30-0.34,29,0.5543949347432002,0.5472419697185184,0.007152965024681879,0.2915808480019312,0.2413793103448276,0.2581756872252399,0.050201537657103584,0.03340516077669125,0.08108136869919882,3.7097241379310337,-0.12344827586206894,-3.579999999999999,0.2413793103448276,,BLOCKED
140,Away,<1.55,-0.02-0.02,0.26-0.30,5,0.6491560686880409,0.6591928504661364,-0.010036781778095527,0.6409189748158806,0.6,0.6402512403550158,0.04091897481588058,0.000667734460864855,-0.05294789478134121,1.4784,-0.12440000000000007,-0.6220000000000003,0.6,,BLOCKED
