feature,gain,weight,cover
home_expected_goals_sum_3,3.50339937210083,1.0,319.5434265136719
away_xg_per_shot_away_sum_3,3.471829414367676,8.0,224.1993865966797
home_tempo_away_sum_3,3.4714789390563965,5.0,241.3918914794922
home_goals_against_ema_5,3.4487390518188477,12.0,109.24820709228516
home_tempo_sum_3,3.4444808959960938,7.0,209.28916931152344
home_xg_per_shot_home_sum_3,3.3976521492004395,13.0,341.9456787109375
league_over25_prior,3.3908443450927734,20.0,218.25527954101562
away_points_std_5,3.346153736114502,2.0,104.42364501953125
home_points_ema_5,3.3421804904937744,14.0,253.20066833496094
delta_tempo_slope_5,3.3358490467071533,8.0,188.6505889892578
away_expected_goals_std_5,3.3206889629364014,6.0,216.18280029296875
home_points_slope_5,3.3084609508514404,3.0,203.25755310058594
abs_delta_tempo_mean_5,3.3079605102539062,1.0,93.658447265625
home_tempo_std_5,3.305217742919922,7.0,196.13438415527344
away_goals_for_home_mean_5,3.2823870182037354,3.0,221.9609832763672
delta_expected_goals_slope_5,3.2744715213775635,3.0,226.9779052734375
home_sot_rate_sum_3,3.2713582515716553,7.0,187.06948852539062
away_goals_for_slope_5,3.2664451599121094,1.0,51.237205505371094
home_tempo_away_mean_5,3.250901937484741,6.0,338.94903564453125
away_expected_goals_sum_3,3.239421844482422,3.0,97.49139404296875
home_goals_against_home_std_5,3.2335686683654785,10.0,315.4427490234375
away_tempo_std_5,3.2239654064178467,12.0,175.5601806640625
home_sot_rate_home_std_5,3.2200582027435303,29.0,198.00778198242188
away_tempo_away_ema_5,3.218519687652588,13.0,295.6499328613281
away_goals_for_std_5,3.2074086666107178,8.0,296.0848388671875
home_goals_for_away_std_5,3.1756155490875244,13.0,233.1429901123047
delta_days_since,3.165630578994751,13.0,254.257080078125
away_xg_per_shot_std_5,3.1647634506225586,12.0,101.8604965209961
rel_xg_per_shot_mean_5_diff,3.149414300918579,3.0,282.0841979980469
home_goals_against_away_mean_5,3.1433310508728027,2.0,52.40039825439453
home_goals_against_home_sum_3,3.1429972648620605,1.0,98.2863540649414
away_goals_against_mean_5,3.142228126525879,2.0,98.36678314208984
delta_expected_goals_std_5,3.139085054397583,6.0,238.5703582763672
home_goals_for_home_sum_3,3.13740611076355,3.0,329.1670837402344
away_tempo_home_mean_5,3.135728359222412,7.0,181.68553161621094
home_goals_against_home_mean_5,3.134161949157715,2.0,261.2943420410156
home_xg_per_shot_sum_3,3.127016544342041,5.0,163.6371612548828
away_tempo_slope_5,3.123289108276367,12.0,199.57814025878906
away_points_mean_5,3.1229100227355957,2.0,252.74954223632812
home_expected_goals_home_std_5,3.1158783435821533,11.0,256.71124267578125
home_inj_missing_fixture_cnt,3.1149702072143555,3.0,230.3211669921875
delta_points_ema_5,3.0895869731903076,18.0,201.5800018310547
