date,league_id,league,fixture_id,home_team,away_team,score,outcome_pick,outcome_prob,outcome_odds,outcome_ev,outcome_decision,outcome_profit,total_pick,total_prob,total_odds,total_edge,total_decision,total_profit
2026-01-03,135,Serie A,1378036,Como,Udinese,1-0,Draw,0.2937977154748355,3.81,0.11936929595912327,NO BET,,Under,0.4788494110107422,1.8880000000000003,-0.010523320974742567,NO BET,
2026-01-03,135,Serie A,1378038,Genoa,Pisa,1-1,Away,0.27571339417799867,4.831999999999999,0.33224712066808926,NO BET,,Under,0.4788494110107422,1.538,0.09740099831232946,NO BET,
2026-01-03,135,Serie A,1378040,Juventus,Lecce,1-1,Draw,0.26887422771746206,5.316,0.4293353945460283,NO BET,,Under,0.4788494110107422,1.952,-0.027637355984587386,NO BET,
2026-01-03,135,Serie A,1378042,Sassuolo,Parma,1-1,Away,0.25501282515949303,4.359999999999999,0.1118559176953895,NO BET,,Under,0.4788494110107422,1.7560000000000002,0.022033594153301972,B,0.3780000000000001
2026-01-04,140,La Liga,1390989,Alaves,Oviedo,1-1,Home,0.559755194453419,1.842,0.03106906818319799,NO BET,,Over,0.5103926062583923,2.8139999999999996,0.1743850555269152,NO BET,
2026-01-04,140,La Liga,1390993,Mallorca,Girona,1-2,Home,0.49295985123488933,2.2920000000000003,0.1298639790303664,A,-1.0,Under,0.4788494110107422,1.666,0.051231341195547175,NO BET,
2026-01-04,140,La Liga,1390996,Real Madrid,Real Betis,5-1,Away,0.17527716158973042,7.5,0.31457871192297815,NO BET,,Over,0.5619335174560547,1.366,-0.12775298867752094,NO BET,
2026-01-04,140,La Liga,1390997,Real Sociedad,Atletico Madrid,1-1,Home,0.4511454355376532,3.596,0.6223189861934009,NO BET,,Under,0.4788494110107422,1.786,0.013502876357276816,B,0.393
2026-01-04,140,La Liga,1390998,Sevilla,Levante,0-3,Home,0.6259745921814851,1.7880000000000003,0.11924257082049561,NO BET,,Under,0.4788494110107422,1.9080000000000001,-0.019583190870135603,NO BET,
2026-01-04,61,Ligue 1,1387843,Le Havre,Angers,2-1,Away,0.34698130659513554,3.618,0.25537836726120045,NO BET,,Under,0.4788494110107422,1.6819999999999997,0.04645866550945693,NO BET,
2026-01-04,61,Ligue 1,1387845,Lorient,Metz,1-1,Away,0.4291264096422803,4.654000000000001,0.997154310475173,NO BET,,Over,0.5462427735328674,1.8240000000000003,0.022482982410152008,B,-0.5
2026-01-04,61,Ligue 1,1387846,Marseille,Nantes,0-2,Away,0.17569446450807275,11.690000000000001,1.0538682900993708,NO BET,,Over,0.5103926062583923,1.4779999999999998,-0.12681897940680154,NO BET,
2026-01-04,61,Ligue 1,1387849,Paris Saint Germain,Paris FC,2-1,Away,0.21907592292131448,14.5,2.1766008823590597,NO BET,,Over,0.5462427735328674,1.376,-0.1355333596771232,NO BET,
2026-01-04,61,Ligue 1,1387842,Stade Brestois 29,Auxerre,2-0,Away,0.44522864784648186,3.9219999999999997,0.7461867568539018,NO BET,,Over,0.5462427735328674,1.996,0.06793644838911422,A,-1.0
2026-01-04,39,Premier League,1379162,Everton,Brentford,2-4,Home,0.499331534506679,2.416,0.20638498736813649,B,-0.5,Over,0.5103926062583923,2.226,0.08145468937794081,B,0.613
2026-01-04,39,Premier League,1379163,Fulham,Liverpool,2-2,Home,0.3129651709626247,3.71,0.16110078427133767,NO BET,,Over,0.5462427735328674,1.7280000000000002,-0.004692777402683479,NO BET,
2026-01-04,39,Premier League,1379164,Leeds,Manchester United,1-1,Home,0.43875638763047126,2.816,0.23553798756740707,NO BET,,Over,0.5619335174560547,1.8960000000000001,0.05516972973493084,NO BET,
2026-01-04,39,Premier League,1379165,Manchester City,Chelsea,1-1,Home,0.5900743934225557,1.762,0.03971108121054323,NO BET,,Over,0.5619335174560547,1.5,-0.06362814005767481,NO BET,
2026-01-04,39,Premier League,1379166,Newcastle,Crystal Palace,2-0,Home,0.6539930341447675,1.782,0.16541558684597568,NO BET,,Over,0.5462427735328674,1.8219999999999998,0.020228205374698938,B,-0.5
2026-01-04,39,Premier League,1379167,Tottenham,Sunderland,1-1,Home,0.618571020208841,1.828,0.13074782494176151,NO BET,,Under,0.4788494110107422,1.8519999999999999,-0.0014410454207929857,NO BET,
2026-01-04,135,Serie A,1378037,Fiorentina,Cremonese,1-0,Home,0.5892835679562185,1.754,0.0336033781952072,NO BET,,Under,0.4788494110107422,1.8359999999999999,0.0036941315076365333,B,0.4179999999999999
2026-01-04,135,Serie A,1378039,Inter,Bologna,3-1,Away,0.19512337069931582,6.962000000000001,0.35844890680863695,NO BET,,Under,0.4788494110107422,2.086,-0.06437975565592446,NO BET,
2026-01-04,135,Serie A,1378041,Lazio,Napoli,0-2,Home,0.39233046886782075,3.336,0.30881444414305004,NO BET,,Over,0.5462427735328674,2.56,0.17338633061273018,A,-1.0
2026-01-04,135,Serie A,1378043,Verona,Torino,0-3,Home,0.36023838378451717,2.682,-0.03384065468992492,NO BET,,Under,0.2800000011920929,1.554,-0.10733798484978152,NO BET,
2026-01-06,39,Premier League,1379178,West Ham,Nottingham Forest,1-2,Home,0.3454376284659506,3.1479999999999997,0.08743765441081242,NO BET,,Under,0.4788494110107422,1.9140000000000001,-0.018551836390505227,NO BET,
2026-01-06,135,Serie A,1378047,Lecce,AS Roma,0-2,Home,0.22545750536779996,5.436000000000001,0.22558699917936087,NO BET,,Over,0.5103926062583923,2.326,0.1007479362076309,NO BET,
2026-01-06,135,Serie A,1378051,Pisa,Como,0-3,Home,0.22062301708663493,4.932,0.08811272027128347,NO BET,,Under,0.4788494110107422,1.762,0.01999524434407557,B,-0.5
2026-01-06,135,Serie A,1378052,Sassuolo,Juventus,0-3,Draw,0.284780376699309,3.714,0.05767431906123366,NO BET,,Over,0.5103926062583923,1.998,0.02908419504343901,B,0.499
2026-01-07,39,Premier League,1379170,Bournemouth,Tottenham,3-2,Away,0.3067534845078096,3.382,0.037440284605412044,NO BET,,Under,0.4788494110107422,2.2079999999999997,-0.08963668579667283,NO BET,
2026-01-07,39,Premier League,1379171,Brentford,Sunderland,3-0,Away,0.30278318120653785,4.0840000000000005,0.23656651204750068,NO BET,,Under,0.31474927067756653,1.832,-0.15986212828616408,NO BET,
2026-01-07,39,Premier League,1379172,Burnley,Manchester United,2-2,Home,0.29078125431594526,4.556,0.32479939466344665,NO BET,,Over,0.5462427735328674,1.722,-0.006716728024764973,NO BET,
2026-01-07,39,Premier League,1379173,Crystal Palace,Aston Villa,0-0,Home,0.44241298407165314,2.8579999999999997,0.26441630847678455,NO BET,,Over,0.5462427735328674,1.932,0.04780040593162138,NO BET,
2026-01-07,39,Premier League,1379174,Everton,Wolves,1-1,Home,0.5908919273095052,1.782,0.05296941446553838,NO BET,,Over,0.5103926062583923,2.0839999999999996,0.053383747477777355,NO BET,
2026-01-07,39,Premier League,1379175,Fulham,Chelsea,2-1,Home,0.40719392507481994,3.382,0.37712985460304105,NO BET,,Under,0.4788494110107422,2.036,-0.052743278284296924,NO BET,
2026-01-07,39,Premier League,1379176,Manchester City,Brighton,1-1,Away,0.18681171836785318,7.042,0.315528120746422,NO BET,,Over,0.5619335174560547,1.426,-0.09691815718509356,NO BET,
2026-01-07,39,Premier League,1379177,Newcastle,Leeds,4-3,Home,0.6756649119852851,1.706,0.15268433984689644,NO BET,,Under,0.4788494110107422,2.0140000000000002,-0.04372453813300459,NO BET,
2026-01-07,135,Serie A,1378044,Bologna,Atalanta,0-2,Home,0.39882187454898393,2.7079999999999997,0.08000963627864843,NO BET,,Under,0.4788494110107422,1.906,-0.015701704713181053,NO BET,
2026-01-07,135,Serie A,1378046,Lazio,Fiorentina,2-2,Away,0.32066950876718275,3.5260000000000007,0.13068068791308662,NO BET,,Over,0.5462427735328674,2.208,0.11472887034028251,NO BET,
2026-01-07,135,Serie A,1378049,Napoli,Verona,2-2,Draw,0.27892261250370765,4.55,0.26909788689186964,NO BET,,Under,0.4788494110107422,1.766,0.02133645764286657,B,-0.5
2026-01-07,135,Serie A,1378050,Parma,Inter,0-2,Draw,0.27801688264843033,4.812,0.3378172393042469,NO BET,,Over,0.5619335174560547,1.6300000000000001,-0.02267402586708489,NO BET,
2026-01-07,135,Serie A,1378053,Torino,Udinese,1-2,Home,0.426365915737533,2.346,0.00025443832025251467,NO BET,,Under,0.4788494110107422,1.6320000000000001,0.06294727033795933,NO BET,
2026-01-08,39,Premier League,1379169,Arsenal,Liverpool,0-0,Away,0.2863819044596909,5.146,0.4737212803495694,NO BET,,Over,0.5103926062583923,1.7399999999999998,-0.038128410866672624,NO BET,
2026-01-08,135,Serie A,1378048,AC Milan,Genoa,1-1,Draw,0.2790988005021007,4.417999999999999,0.2330585006182806,NO BET,,Under,0.4788494110107422,1.818,0.008352516600804327,B,0.40900000000000003
2026-01-08,135,Serie A,1378045,Cremonese,Cagliari,2-2,Home,0.440939587343269,2.316,0.021216084287010828,NO BET,,Under,0.4788494110107422,1.6760000000000002,0.04733550781815715,B,-0.5
2026-01-09,78,Bundesliga,1388446,Eintracht Frankfurt,Borussia Dortmund,3-3,Home,0.40331590619477004,3.2860000000000005,0.3252960677560146,NO BET,,Under,0.4788494110107422,2.32,-0.10998307629890236,NO BET,
2026-01-09,140,La Liga,1391001,Getafe,Real Sociedad,1-2,Home,0.35707470283120396,2.9979999999999998,0.07050995908794944,NO BET,,Under,0.4788494110107422,1.312,0.19730434663305985,NO BET,
2026-01-10,78,Bundesliga,1388448,1. FC Heidenheim,1. FC Köln,2-2,Home,0.3929716297598678,2.9199999999999995,0.14747715889881374,NO BET,,Over,0.5103926062583923,1.7260000000000002,-0.041528473700070845,NO BET,
2026-01-10,78,Bundesliga,1388443,Bayer Leverkusen,VfB Stuttgart,1-4,Home,0.5952597106916433,1.9420000000000002,0.1559943581631713,NO BET,,Over,0.702479362487793,1.476,0.06531122089487262,NO BET,
2026-01-10,78,Bundesliga,1388447,SC Freiburg,Hamburger SV,2-1,Home,0.5757954951351332,1.8,0.036431891243239756,NO BET,,Over,0.5619335174560547,1.81,0.03353330901415785,B,0.405
2026-01-10,78,Bundesliga,1388450,Union Berlin,FSV Mainz 05,2-2,Home,0.5593244668079415,2.146,0.20031030576984232,A,-1.0,Under,0.4788494110107422,1.6779999999999997,0.04704292619344935,B,-0.5
2026-01-10,140,La Liga,1391002,Girona,Osasuna,1-0,Home,0.5938959918151385,2.474,0.46929868375065276,A,1.4740000000000002,Over,0.5075757503509521,2.0439999999999996,0.03656125759732892,NO BET,
2026-01-10,140,La Liga,1391005,Oviedo,Real Betis,1-1,Home,0.4622184763464331,3.9840000000000004,0.8414784097641896,NO BET,,Under,0.4788494110107422,1.83,0.005491935583944452,B,0.41500000000000004
2026-01-10,140,La Liga,1391007,Valencia,Elche,1-1,Home,0.4662003193543013,2.194,0.022843500663336958,NO BET,,Under,0.4788494110107422,1.6320000000000001,0.06273518357576002,NO BET,
2026-01-10,140,La Liga,1391008,Villarreal,Alaves,3-1,Away,0.16840596290929197,5.99,0.008751717826658956,NO BET,,Over,0.5103926062583923,2.026,0.03499125980577711,NO BET,
2026-01-10,135,Serie A,1378061,AS Roma,Sassuolo,2-0,Away,0.1774385811615895,6.462000000000001,0.14660811146619146,NO BET,,Over,0.5075757503509521,2.08,0.05009009568219891,NO BET,
2026-01-10,135,Serie A,1378054,Atalanta,Torino,2-0,Away,0.1993586444774492,6.308,0.25755432936374945,NO BET,,Under,0.4788494110107422,1.8079999999999998,0.005303051660296876,B,0.4039999999999999
2026-01-10,135,Serie A,1378055,Como,Bologna,1-1,Home,0.47190825429453725,2.116,-0.0014421339127591581,NO BET,,Over,0.5075757503509521,2.136,0.061230493741309844,NO BET,
2026-01-10,135,Serie A,1378062,Udinese,Pisa,2-2,Draw,0.2978785919513327,3.342,-0.00448974569864613,NO BET,,Under,0.4788494110107422,1.6300000000000001,0.06324512748193034,NO BET,
2026-01-11,78,Bundesliga,1388444,Bayern München,VfL Wolfsburg,8-1,Away,0.08681792275688693,17.0,0.47590468686707776,NO BET,,Over,0.702479362487793,1.2079999999999997,-0.07464240872991923,NO BET,
2026-01-11,78,Bundesliga,1388445,Borussia Mönchengladbach,FC Augsburg,4-0,Away,0.2698123040088593,3.7119999999999997,0.0015432724808857046,NO BET,,Over,0.5462427735328674,1.766,0.006138606866200824,B,0.383
2026-01-11,140,La Liga,1391003,Levante,Espanyol,1-1,Home,0.4343386578104619,3.074,0.3351570341093597,NO BET,,Under,0.4788494110107422,1.7599999999999998,0.020277238003967857,B,0.3799999999999999
2026-01-11,140,La Liga,1391004,Rayo Vallecano,Mallorca,2-1,Home,0.6022882882659808,1.8079999999999998,0.08893722518489322,NO BET,,Under,0.4788494110107422,1.6179999999999999,0.06756318833661912,NO BET,
2026-01-11,135,Serie A,1378056,Fiorentina,AC Milan,1-1,Home,0.2966763572056854,4.319999999999999,0.2816418631285609,NO BET,,Over,0.5103926062583923,2.072,0.051102418366951785,NO BET,
2026-01-11,135,Serie A,1378058,Inter,Napoli,2-2,Draw,0.2893563271609539,3.5,0.012747145063338516,NO BET,,Over,0.5462427735328674,2.024,0.07525479653339018,NO BET,
2026-01-11,135,Serie A,1378060,Lecce,Parma,1-2,Home,0.39502554008672847,2.6760000000000006,0.05708834527208562,NO BET,,Under,0.4788494110107422,1.538,0.09815634170381143,NO BET,
2026-01-11,135,Serie A,1378063,Verona,Lazio,0-1,Home,0.3138555025351035,3.472,0.08970630480187936,NO BET,,Under,0.4788494110107422,1.542,0.09621913805788868,NO BET,
2026-01-12,140,La Liga,1391006,Sevilla,Celta Vigo,0-1,Home,0.48678445860437736,2.5060000000000002,0.2198818532625697,A,-1.0,Over,0.5619335174560547,2.0439999999999996,0.09091902470243146,NO BET,
2026-01-12,135,Serie A,1378057,Genoa,Cagliari,3-0,Home,0.4634508313026644,2.1100000000000003,-0.02211874595137797,NO BET,,Over,0.5103926062583923,2.586,0.1439055900898475,A,1.5859999999999999
2026-01-12,135,Serie A,1378059,Juventus,Cremonese,5-0,Draw,0.2644302001134703,5.418,0.432682824214782,NO BET,,Over,0.5103926062583923,1.698,-0.05107433589036803,NO BET,
2026-01-13,78,Bundesliga,1388453,Borussia Dortmund,Werder Bremen,3-0,Away,0.1807847073106627,8.059999999999999,0.4571247409239412,NO BET,,Over,0.5462427735328674,1.426,-0.11211851060704636,NO BET,
2026-01-13,78,Bundesliga,1388457,FSV Mainz 05,1. FC Heidenheim,2-1,Away,0.2101180281728591,5.228,0.09849705128770725,NO BET,,Over,0.5462427735328674,2.0140000000000002,0.06800443156395553,A,1.0140000000000002
2026-01-13,78,Bundesliga,1388459,VfB Stuttgart,Eintracht Frankfurt,3-2,Away,0.3146309762458522,4.054,0.27551397770068475,NO BET,,Over,0.5619335174560547,1.6199999999999999,-0.025852742085930025,NO BET,
2026-01-14,78,Bundesliga,1388454,1. FC Köln,Bayern München,1-3,Home,0.19489341667524882,8.809999999999999,0.7170110009089419,NO BET,,Over,0.5619335174560547,1.264,-0.18063267398997385,NO BET,
2026-01-14,78,Bundesliga,1388456,1899 Hoffenheim,Borussia Mönchengladbach,5-1,Home,0.5558749132889184,1.85,0.02836858958449895,NO BET,,Over,0.5075757503509521,1.6260000000000001,-0.0786837916337807,NO BET,
2026-01-14,78,Bundesliga,1388458,RB Leipzig,SC Freiburg,2-0,Home,0.5734315432369531,1.8060000000000003,0.035617367085937435,NO BET,,Over,0.5619335174560547,1.6179999999999999,-0.026571060366936128,NO BET,
2026-01-14,78,Bundesliga,1388460,VfL Wolfsburg,FC St. Pauli,2-1,Home,0.5218740155200451,1.8719999999999999,-0.023051842946475665,NO BET,,Over,0.5462427735328674,1.8439999999999999,0.02445854116772217,B,0.42199999999999993
2026-01-14,135,Serie A,1378018,Inter,Lecce,1-0,Draw,0.25733962363822394,7.279999999999999,0.8734324600862702,NO BET,,Over,0.5462427735328674,1.528,-0.0692579813740275,NO BET,
2026-01-14,135,Serie A,1378021,Napoli,Parma,0-0,Draw,0.2803891769883863,4.85,0.35988750839367345,NO BET,,Over,0.5075757503509521,1.888,0.0038954138630445945,B,-0.5
2026-01-15,78,Bundesliga,1388452,FC Augsburg,Union Berlin,1-1,Home,0.4400789866355705,2.424,0.06675146360462292,NO BET,,Under,0.4788494110107422,1.6620000000000001,0.051819606283095676,B,0.33100000000000007
2026-01-15,135,Serie A,1378015,Como,AC Milan,1-3,Home,0.36524612983203675,2.864,0.046064915838953224,NO BET,,Over,0.5075757503509521,2.048,0.04510855874990233,NO BET,
2026-01-15,135,Serie A,1378023,Verona,Bologna,2-3,Home,0.29125280288030586,3.6380000000000003,0.059577696878552855,NO BET,,Under,0.4788494110107422,1.638,0.05711923593350221,NO BET,
2026-01-16,78,Bundesliga,1388468,Werder Bremen,Eintracht Frankfurt,3-3,Away,0.42778790088223617,2.59,0.10797066328499172,B,-0.5,Over,0.5619335174560547,1.578,-0.04198214519454768,NO BET,
2026-01-16,140,La Liga,1391013,Espanyol,Girona,0-2,Away,0.253867874032697,4.21,0.06878374967765444,NO BET,,Over,0.5103926062583923,2.022,0.034226803149584095,NO BET,
2026-01-16,61,Ligue 1,1387854,Monaco,Lorient,1-3,Away,0.22193843207357095,5.138,0.14031966399400742,NO BET,,Over,0.5462427735328674,1.582,-0.05546921035434316,NO BET,
2026-01-16,61,Ligue 1,1387856,Paris Saint Germain,Lille,3-0,Draw,0.24970277561524915,4.524,0.12965535688338714,NO BET,,Over,0.5462427735328674,1.54,-0.0634886000099607,NO BET,
2026-01-16,135,Serie A,1378071,Pisa,Atalanta,1-1,Home,0.21653532485084892,5.204,0.1268498305238177,NO BET,,Under,0.4788494110107422,1.76,0.019918511401876504,B,0.38
2026-01-17,78,Bundesliga,1388463,1. FC Köln,FSV Mainz 05,2-1,Home,0.5682933431388254,2.27,0.2900258889251337,B,0.635,Over,0.5103926062583923,1.7240000000000002,-0.041815185949399813,NO BET,
2026-01-17,78,Bundesliga,1388465,1899 Hoffenheim,Bayer Leverkusen,1-0,Away,0.42736639267877324,2.6160000000000005,0.11799048324767103,NO BET,,Over,0.5103926062583923,1.5,-0.10367257384452355,NO BET,
2026-01-17,78,Bundesliga,1388462,Borussia Dortmund,FC St. Pauli,3-2,Away,0.11357705186764348,9.059999999999999,0.0290080899208498,NO BET,,Over,0.5619335174560547,1.704,0.002471263061018414,B,0.352
2026-01-17,78,Bundesliga,1388464,Hamburger SV,Borussia Mönchengladbach,0-0,Home,0.43409141143709257,2.354,0.021851182522915957,NO BET,,Under,0.4788494110107422,2.1333333333333333,-0.073827618350225,NO BET,
2026-01-17,78,Bundesliga,1388466,RB Leipzig,Bayern München,1-5,Home,0.33642887825505113,5.276,0.7749987616736498,NO BET,,Over,0.5462427735328674,1.315,-0.16616838010299928,NO BET,
2026-01-17,78,Bundesliga,1388469,VfL Wolfsburg,1. FC Heidenheim,1-1,Away,0.22705115727633643,5.4350000000000005,0.23402303979688854,NO BET,,Over,0.5619335174560547,1.5950000000000002,-0.046655439599159965,NO BET,
2026-01-17,140,La Liga,1391015,Mallorca,Athletic Club,3-2,Home,0.39748827918645174,3.7659999999999996,0.49694085941617705,NO BET,,Over,0.5103926062583923,2.5180000000000002,0.13212100132012078,NO BET,
2026-01-17,140,La Liga,1391016,Osasuna,Oviedo,3-2,Away,0.21723699806808666,5.236,0.13745292188450176,NO BET,,Over,0.5103926062583923,2.366,0.10816926113459241,NO BET,
2026-01-17,140,La Liga,1391010,Real Betis,Villarreal,2-0,Home,0.5190538877314751,2.28,0.18344286402776322,A,1.2799999999999998,Under,0.2800000011920929,2.228,-0.2921622997837674,NO BET,
2026-01-17,140,La Liga,1391017,Real Madrid,Levante,2-0,Away,0.11913484598454475,15.5,0.8465901127604436,NO BET,,Over,0.702479362487793,1.292,-0.022860773566628856,NO BET,
2026-01-17,61,Ligue 1,1387851,Angers,Marseille,2-5,Home,0.32982824389963883,5.388,0.7771145781312541,NO BET,,Under,0.4788494110107422,1.966,-0.03074105036821062,NO BET,
2026-01-17,61,Ligue 1,1387852,Lens,Auxerre,1-0,Away,0.2575354719458452,7.103999999999999,0.829531992703284,NO BET,,Over,0.5075757503509521,1.7240000000000002,-0.04463204185684,NO BET,
2026-01-17,61,Ligue 1,1387859,Toulouse,Nice,5-1,Away,0.4029570656228507,3.882,0.5642793287479064,NO BET,,Over,0.5103926062583923,1.8560000000000003,-0.008029812008343518,NO BET,
2026-01-17,39,Premier League,1379181,Chelsea,Brentford,2-0,Away,0.22406031895042322,4.954,0.10999482008039663,NO BET,,Over,0.702479362487793,1.638,0.12076332571557635,B,-0.5
2026-01-17,39,Premier League,1379182,Leeds,Fulham,1-0,Away,0.33197485476467503,3.3579999999999997,0.1147715622997787,NO BET,,Over,0.5619335174560547,2.12,0.11229696501576397,B,-0.5
2026-01-17,39,Premier League,1379183,Liverpool,Burnley,1-1,Away,0.09560988038046575,12.78,0.22189427126235217,NO BET,,Over,0.702479362487793,1.4799999999999998,0.06593712280213482,NO BET,
2026-01-17,39,Premier League,1379184,Manchester United,Manchester City,2-0,Home,0.3549482786556407,3.772,0.3388649070890768,NO BET,,Over,0.5462427735328674,1.49,-0.08494534527901376,NO BET,
2026-01-17,39,Premier League,1379185,Nottingham Forest,Arsenal,0-0,Home,0.28456392994328816,5.83,0.65900771156937,NO BET,,Over,0.5075757503509521,1.9119999999999997,0.003169322149811582,B,-0.5
2026-01-17,39,Premier League,1379186,Sunderland,Crystal Palace,2-1,Home,0.40225783156040823,2.732,0.0989683958230354,NO BET,,Over,0.5103926062583923,2.21,0.07939363612450967,NO BET,
2026-01-17,39,Premier League,1379187,Tottenham,West Ham,1-2,Home,0.636025629004733,1.7119999999999997,0.08887587685610288,NO BET,,Over,0.5103926062583923,1.716,-0.04412452769799391,NO BET,
2026-01-17,135,Serie A,1378065,Cagliari,Juventus,1-0,Home,0.19593218778870977,5.846,0.14541956981279736,NO BET,,Under,0.4788494110107422,1.8050000000000002,0.006645356072874309,B,0.4025000000000001
2026-01-17,135,Serie A,1378069,Napoli,Sassuolo,1-0,Draw,0.28174379820078316,4.1659999999999995,0.1737446633044626,NO BET,,Over,0.5103926062583923,2.0075000000000003,0.03557246237350031,NO BET,
2026-01-17,135,Serie A,1378073,Udinese,Inter,0-1,Home,0.17927405288806553,7.909999999999999,0.41805775834459813,NO BET,,Over,0.5462427735328674,1.818,0.02290769225337075,B,-0.5
2026-01-18,78,Bundesliga,1388461,FC Augsburg,SC Freiburg,2-2,Home,0.3747200826939743,2.872,0.076196077497094,NO BET,,Over,0.5075757503509521,1.948,0.014603340147932908,B,0.474
2026-01-18,78,Bundesliga,1388467,VfB Stuttgart,Union Berlin,1-1,Away,0.2413366162899159,4.716,0.13814348242324348,NO BET,,Over,0.5075757503509521,1.8880000000000003,-0.0005013731508716202,NO BET,
2026-01-18,140,La Liga,1391009,Atletico Madrid,Alaves,1-0,Away,0.12114002138427875,10.0,0.2114002138427875,NO BET,,Over,0.5103926062583923,1.9600000000000002,0.01895513869222737,B,-0.5
2026-01-18,140,La Liga,1391011,Celta Vigo,Rayo Vallecano,3-0,Home,0.4576522935019953,2.154,-0.014216959796702122,NO BET,,Under,0.4788494110107422,1.67,0.04910159834990846,NO BET,
2026-01-18,140,La Liga,1391014,Getafe,Valencia,0-1,Away,0.38040700066084226,3.1799999999999997,0.20969426210147835,NO BET,,Under,0.4788494110107422,1.35,0.17656548803716404,NO BET,
2026-01-18,140,La Liga,1391018,Real Sociedad,Barcelona,2-1,Home,0.24138451405985784,4.895999999999999,0.18181858083706381,NO BET,,Over,0.5619335174560547,1.422,-0.09901068855252892,NO BET,
