feature,gain,weight,cover
away_xg_per_shot_ema_5,4.570242881774902,18.0,601.2488403320312
away_sot_rate_away_std_5,4.566095352172852,51.0,374.54638671875
away_goals_against_sum_3,4.533884048461914,5.0,195.54098510742188
away_goals_against_away_std_5,4.515094757080078,10.0,345.20013427734375
home_xg_per_shot_home_ema_5,4.504000663757324,11.0,283.0503234863281
home_tempo_home_mean_5,4.501642227172852,17.0,385.6208801269531
home_goals_for_home_std_5,4.500057220458984,10.0,107.63661193847656
home_goals_for_away_mean_5,4.4754815101623535,8.0,194.98123168945312
away_expected_goals_home_mean_5,4.471002101898193,7.0,236.83041381835938
away_expected_goals_away_sum_3,4.459597587585449,33.0,543.51171875
away_xg_per_shot_away_sum_3,4.455959796905518,16.0,429.7193298339844
rel_tempo_mean_5_diff,4.45119571685791,4.0,493.3454895019531
away_points_home_std_5,4.436855792999268,9.0,82.92787170410156
away_xg_per_shot_away_ema_5,4.430334091186523,11.0,461.80584716796875
away_points_away_mean_5,4.410707950592041,3.0,50.395172119140625
rel_expected_goals_mean_5_ratio,4.4024763107299805,4.0,62.069602966308594
home_points_home_sum_3,4.392237186431885,8.0,396.1688537597656
delta_expected_goals_std_5,4.378144264221191,21.0,462.8674621582031
away_tempo_away_sum_3,4.345109939575195,27.0,545.793212890625
home_goals_for_sum_3,4.342275619506836,9.0,361.7381896972656
rel_sot_rate_mean_5_ratio,4.315915584564209,20.0,452.1568298339844
away_points_sum_3,4.28802490234375,2.0,101.6548080444336
home_tempo_slope_5,4.20436954498291,22.0,432.78485107421875
home_points_ema_5,4.173067092895508,18.0,404.17413330078125
home_sot_rate_slope_5,4.125014305114746,25.0,234.9518585205078
away_goals_against_away_sum_3,4.093679428100586,15.0,512.8770141601562
home_points_home_std_5,4.091597557067871,5.0,68.19966888427734
h2h_drawrate_lastN,4.062952995300293,2.0,463.0945739746094
away_xg_per_shot_std_5,4.047656059265137,10.0,282.6138610839844
home_points_mean_5,4.046300888061523,4.0,258.5859069824219
delta_goals_for_std_5,3.990664482116699,32.0,341.9825439453125
home_goals_for_home_mean_5,3.951785087585449,8.0,500.0445861816406
rel_expected_goals_ema_5_ratio,3.9181735515594482,6.0,80.4513168334961
home_inj_questionable_cnt,3.725191593170166,2.0,872.4956665039062
away_goals_for_std_5,3.719951629638672,9.0,475.51812744140625
delta_days_since,3.6200175285339355,4.0,266.26409912109375
h2h_winrate_home_lastN,3.396665334701538,2.0,83.03910827636719
home_points_away_mean_5,3.3695151805877686,4.0,87.10018920898438
home_matches_14d,2.40783429145813,3.0,25.9360408782959
delta_matches_14d,0.0,0.0,0.0
away_inj_questionable_cnt,0.0,0.0,0.0
rel_expected_goals_ema_5_diff,0.0,0.0,0.0
rel_goals_for_mean_5_diff,0.0,0.0,0.0
delta_matches_7d,0.0,0.0,0.0
away_matches_7d,0.0,0.0,0.0
