date,league_id,league,fixture_id,home_team,away_team,score,outcome_pick,outcome_prob,outcome_odds,outcome_ev,outcome_decision,outcome_profit,total_pick,total_prob,total_odds,total_edge,total_decision,total_profit
2026-01-18,140,La Liga,1391014,Getafe,Valencia,0-1,Home,0.4072171023591261,2.554,0.040032479425208045,NO BET,,Over,0.515695067264574,3.1160000000000005,0.2134111442909959,NO BET,
2026-01-18,140,La Liga,1391018,Real Sociedad,Barcelona,2-1,Draw,0.2382097352173797,4.459999999999999,0.0624154190695132,NO BET,,Over,0.515695067264574,1.422,-0.14524913874400958,NO BET,
2026-01-18,61,Ligue 1,1387853,Lyon,Stade Brestois 29,2-1,Away,0.22859855401602178,5.226,0.19465604328772979,NO BET,,Over,0.5739130434782609,1.75,0.029167986246210975,B,0.375
2026-01-18,61,Ligue 1,1387855,Nantes,Paris FC,1-2,Away,0.4701963788068083,2.4,0.12847130913633986,A,1.4,Over,0.52,2.04,0.04795031055900628,NO BET,
2026-01-18,61,Ligue 1,1387857,Rennes,Le Havre,1-1,Away,0.26976477077618877,5.117999999999999,0.3806560968325339,NO BET,,Over,0.5394736842105263,1.842,0.017170779646210943,B,-0.5
2026-01-18,61,Ligue 1,1387858,Strasbourg,Metz,2-1,Draw,0.24647766514557484,4.17,0.02781186365704702,NO BET,,Over,0.5739130434782609,1.612,-0.017364846988270566,NO BET,
2026-01-18,39,Premier League,1379179,Aston Villa,Everton,0-1,Draw,0.27682241170726796,3.886,0.0757318918944434,NO BET,,Over,0.5465838509316768,1.9300000000000002,0.047882552230378184,B,-0.5
2026-01-18,39,Premier League,1379188,Wolves,Newcastle,0-0,Draw,0.27564859342194215,3.944,0.08715805245613972,B,1.472,Over,0.6727272727272727,1.684,0.10697172863237847,A,-1.0
2026-01-18,135,Serie A,1378068,AC Milan,Lecce,1-0,Away,0.1224382246935082,12.559999999999999,0.5378241021504628,NO BET,,Under,0.4910714285714285,1.938,-0.015462810843103636,NO BET,
2026-01-18,135,Serie A,1378064,Bologna,Fiorentina,1-2,Draw,0.36034655840789626,3.2700000000000005,0.17833324599382094,A,-1.0,Under,0.4910714285714285,1.7419999999999998,0.038133311046727625,B,-0.5
2026-01-18,135,Serie A,1378070,Parma,Genoa,0-0,Home,0.34972025712843086,2.832,-0.009592231812283858,NO BET,,Under,0.4090909090909091,1.49,0.041007905138339906,NO BET,
2026-01-18,135,Serie A,1378072,Torino,AS Roma,0-2,Away,0.4988258678144122,1.956,-0.02429660255500976,NO BET,,Under,0.4910714285714285,1.684,0.05772093963679137,B,0.34199999999999997
2026-01-19,140,La Liga,1391012,Elche,Sevilla,2-2,Home,0.4534885698924599,2.24,0.01581439655911021,NO BET,,Under,0.42165242165242167,1.7559999999999998,-0.03659392490290192,NO BET,
2026-01-19,39,Premier League,1379180,Brighton,Bournemouth,1-1,Home,0.5536223142748103,1.874,0.03748821695099469,NO BET,,Over,0.5465838509316768,1.524,-0.06992344650163973,NO BET,
2026-01-19,135,Serie A,1378066,Cremonese,Hellas Verona,0-0,Away,0.32768825089633646,3.102,0.01648895428043562,NO BET,,Under,0.4090909090909091,1.596,0.0052447552447552614,B,0.29800000000000004
2026-01-19,135,Serie A,1378067,Lazio,Como,0-3,Away,0.38199685129750427,2.8980000000000006,0.1070268750601675,B,0.9490000000000003,Over,0.5470588235294118,2.3560000000000003,0.14291112499628084,A,1.3560000000000003
2026-01-23,78,Bundesliga,1388477,FC St. Pauli,Hamburger SV,0-0,Home,0.42739521926428037,2.384,0.01891020272604438,NO BET,,Over,0.5342465753424657,2.162,0.09348092609259495,A,-1.0
2026-01-23,140,La Liga,1391023,Levante,Elche,3-2,Draw,0.3482408321110169,3.314,0.15407011761591005,NO BET,,Over,0.515695067264574,2.008,0.03861173393124062,NO BET,
2026-01-23,61,Ligue 1,1387860,Auxerre,Paris Saint Germain,0-1,Home,0.29473118964696765,8.86,1.6113183402721334,NO BET,,Over,0.52,1.498,-0.1064339152119701,NO BET,
2026-01-23,135,Serie A,1378078,Inter,Pisa,6-2,Away,0.1405010553125891,19.1,1.6835701564704522,NO BET,,Under,0.4090909090909091,2.488,-0.21415558389506278,NO BET,
2026-01-24,78,Bundesliga,1388475,1. FC Heidenheim,RB Leipzig,0-3,Home,0.2836707246754243,4.634,0.31453013814591646,NO BET,,Over,0.6774193548387096,1.582,0.07651118127665113,A,0.5820000000000001
2026-01-24,78,Bundesliga,1388470,Bayer Leverkusen,Werder Bremen,1-0,Home,0.6844866774417375,1.552,0.06232332338957658,NO BET,,Over,0.6842105263157895,1.472,0.04534889726770319,NO BET,
2026-01-24,78,Bundesliga,1388471,Bayern München,FC Augsburg,1-2,Draw,0.19594988720931392,9.629999999999999,0.8869974138256929,NO BET,,Over,0.6842105263157895,1.242,-0.07273663611082504,NO BET,
2026-01-24,78,Bundesliga,1388473,Eintracht Frankfurt,1899 Hoffenheim,1-3,Home,0.5052656834259803,2.482,0.2540694262632832,B,-0.5,Over,0.6842105263157895,1.506,0.060522370393750524,NO BET,
2026-01-24,78,Bundesliga,1388476,FSV Mainz 05,VfL Wolfsburg,3-1,Home,0.5087544016693414,2.324,0.18234522947954934,A,1.3239999999999998,Over,0.5342465753424657,1.738,-0.013855348734497341,NO BET,
2026-01-24,78,Bundesliga,1388478,Union Berlin,Borussia Dortmund,0-3,Home,0.381195492141468,3.912,0.49123676525742277,NO BET,,Over,0.5342465753424657,1.948,0.04206722184924355,B,0.474
2026-01-24,140,La Liga,1391024,Rayo Vallecano,Osasuna,1-3,Home,0.5615217188275475,1.9880000000000002,0.11630517702916454,NO BET,,Over,0.515695067264574,2.388,0.11629868899495627,NO BET,
2026-01-24,140,La Liga,1391026,Sevilla,Athletic Club,2-1,Away,0.4266388982702829,2.462,0.05038496754143651,NO BET,,Over,0.515695067264574,2.294,0.10000479726966821,NO BET,
2026-01-24,140,La Liga,1391027,Valencia,Espanyol,3-2,Home,0.5281398107088251,2.3259999999999996,0.2284531997087269,A,1.3259999999999996,Under,0.42165242165242167,1.672,-0.008610059047526819,NO BET,
2026-01-24,140,La Liga,1391028,Villarreal,Real Madrid,0-2,Away,0.587639575907232,2.034,0.19525889739530977,NO BET,,Over,0.515695067264574,1.468,-0.12485341461593524,NO BET,
2026-01-24,61,Ligue 1,1387862,Le Havre,Monaco,0-0,Home,0.31227062875164047,3.682,0.1497804550635402,NO BET,,Over,0.5394736842105263,1.69,-0.024734670611546883,NO BET,
2026-01-24,61,Ligue 1,1387864,Marseille,Lens,3-1,Away,0.433822454034316,3.6419999999999995,0.5799813775929787,NO BET,,Over,0.52,1.64,-0.06227203260315839,NO BET,
2026-01-24,61,Ligue 1,1387868,Rennes,Lorient,0-2,Home,0.6345685126549443,1.782,0.1308010895511107,A,-1.0,Over,0.5739130434782609,1.83,0.05221936862201426,B,-0.5
2026-01-24,39,Premier League,1379190,Bournemouth,Liverpool,3-2,Draw,0.29603164385351716,3.8620000000000005,0.14327420856228335,B,-0.5,Over,0.5465838509316768,1.538,-0.06483605811329529,NO BET,
2026-01-24,39,Premier League,1379192,Burnley,Tottenham,2-2,Draw,0.32406457185224335,3.5340000000000003,0.14524419692582802,B,1.2670000000000001,Over,0.5465838509316768,2.008,0.0705922016623658,B,0.504
2026-01-24,39,Premier League,1379195,Fulham,Brighton,2-1,Draw,0.30437103731385123,3.3939999999999997,0.03303530064321092,NO BET,,Over,0.5465838509316768,1.888,0.040566059199599325,B,0.44399999999999995
2026-01-24,39,Premier League,1379196,Manchester City,Wolves,2-0,Draw,0.2056818381458109,6.959999999999999,0.43154559349484356,NO BET,,Over,0.6792452830188679,1.348,-0.01878339081625746,NO BET,
2026-01-24,39,Premier League,1379198,West Ham,Sunderland,3-1,Away,0.3868184452911111,2.934,0.13492531848411993,B,-0.5,Over,0.6792452830188679,2.03,0.20899476109819976,A,1.0299999999999998
2026-01-24,135,Serie A,1378075,Como,Torino,6-0,Draw,0.38862254555373954,3.5380000000000003,0.3749465661691307,A,-1.0,Under,0.25,1.762,-0.20957224830464266,NO BET,
2026-01-24,135,Serie A,1378076,Fiorentina,Cagliari,1-2,Home,0.5943235981747339,1.686,0.0020295865226014342,NO BET,,Over,0.5714285714285714,2.082,0.11361607142857133,A,1.0819999999999999
